,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year
5394,5394,conf/vldb/VieiraM03,b9zAhFneX5YJ,a dependability benchmark for oltp application environments,"m vieira, h madeira",2003,dbenchâ??oltp: a dependability benchmark for oltp application environments,"m vieira, h madeira",0
5395,5395,conf/vldb/VieiraM03,sUtdmV9XsIcJ,a dependability benchmark for oltp application environments,"m vieira, h madeira",2003,a dependability benchmark for oltp application environments,"m vieira, h madeira",2003
5396,5396,conf/vldb/ViglasNB03,GGX9LS25OhwJ,maximizing the output rate of multi-way join queries over streaming information sources,"s viglas, j naughton, j burger",2003,maximizing the output rate of multi-way join queries over streaming information sources,"s viglas, jf naughton, j burger",2003
5397,5397,conf/vldb/ViverosNR96,YWG9plUEbigJ,applying data mining techniques to a health insurance information system,"m viveros, j nearhos, m rothman",1996,applying data mining techniques to a health insurance information system,ms viveros,1996
5398,5398,conf/vldb/ViverosNR96,lsY_rXfEDDIJ,applying data mining techniques to a health insurance information system,"m viveros, j nearhos, m rothman",1996,apply data mining techniques to a health insurance information system,"m viveros, j nerahos, m rothman",0
5399,5399,conf/vldb/VorugantiOU99,ItOlYY7ITt0J,an adaptive hybrid server architecture for client caching odbmss,"k voruganti, m ï¿½zsu, r unrau",1999,an adaptive hybrid server architecture for client caching odbmss,"k voruganti, mt ã?zsu, rc unrau",1999
5400,5400,conf/vldb/VorugantiOU99,i5JHqUYuGboJ,an adaptive hybrid server architecture for client caching odbmss,"k voruganti, m ï¿½zsu, r unrau",1999,an adaptive data-shipping architecture for client caching data management systems,"k voruganti, mt ã?zsu, r unrau",2004
5401,5401,conf/vldb/VorugantiOU99,nlwMBvJt988J,an adaptive hybrid server architecture for client caching odbmss,"k voruganti, m ï¿½zsu, r unrau",1999,an adaptive hybrid server architecture for client caching object dbmss,k voruganti,0
5402,5402,conf/vldb/VorugantiOU99,yi0fC_dpTUkJ,an adaptive hybrid server architecture for client caching odbmss,"k voruganti, m ï¿½zsu, r unrau",1999,an adaptive hybrid server architecture for client caching,"o dbms, c edmonton, rc unrau, c solutions, c  ",0
5403,5403,conf/vldb/VriesDBA99,3o-rUvRsdUwJ,the mirror mmdbms architecture,"a vries, m doorn, h blanken, p apers",1999,the mirror mmdbms architecture,"a de vries, m van doorn, h blanken, p apers",1999
5404,5404,conf/vldb/WaasCB01,y_gKGtzupHIJ,feedbackbypass: a new approach to interactive similarity query processing,"i bartolini, p ciaccia, f waas",2001,feedbackbypass: a new approach to interactive similarity query processing,"i bartolini, p ciaccia, f waas",2001
5405,5405,conf/vldb/Wadler01,7dTkceZDKwEJ,"et tu, xml? the downfall of the relational empire (abstract)",p wadler,2001,a critique of abelson and sussman or why calculating is better than scheming,p wadler,1987
5406,5406,conf/vldb/Wadler01,Isbc9SlTYT8J,"et tu, xml? the downfall of the relational empire (abstract)",p wadler,2001,a prettier printer,p wadler,1998
5407,5407,conf/vldb/Wadler01,TyF71uAlnLsJ,"et tu, xml? the downfall of the relational empire (abstract)",p wadler,2001,"et tu, xml? the downfall of the relational empire",p wadler,2001
5408,5408,conf/vldb/Wadler01,r381dsjpl20J,"et tu, xml? the downfall of the relational empire (abstract)",p wadler,2001,call-by-value is dual to call-by-name,p wadler,0
5409,5409,conf/vldb/Wadler01,uAdfU0W_T-UJ,"et tu, xml? the downfall of the relational empire (abstract)",p wadler,2001,views: a way for pattern matching to cohabit with data abstraction,p wadler,1987
5410,5410,conf/vldb/Wadler01,url:http://portal.acm.org/citation.cfm%3Fid%3D645927.672033,"et tu, xml? the downfall of the relational empire (abstract)",p wadler,2001,"et tu, xml? the downfall of the relational empire (abstract)",p wadler,2001
5411,5411,conf/vldb/Wang95,4XF3ZlXQAEgJ,db2 query parallelism: staging and implementation,y wang,1995,assessing motivation of contribution in online communities: an empirical investigation of an online  ,y wang,2003
5412,5412,conf/vldb/Wang95,64fMPB-atd8J,db2 query parallelism: staging and implementation,y wang,1995,robust model predictive control,y wang,2002
5413,5413,conf/vldb/Wang95,7FUOWtSbiogJ,db2 query parallelism: staging and implementation,y wang,1995,db2 query parallelism: staging and implementation,y wang,1995
5414,5414,conf/vldb/Wang95,8ol7-lLB38oJ,db2 query parallelism: staging and implementation,y wang,1995,experience from a real life query optimizer,y wang,0
5415,5415,conf/vldb/Wang95,PJEn-Wr5PRsJ,db2 query parallelism: staging and implementation,y wang,1995,real-time behaviour of asynchronous agents,y wang,0
5416,5416,conf/vldb/Wang95,TwofSE9ds60J,db2 query parallelism: staging and implementation,y wang,1995,experience from a real life query optimizer (foils only),y wang,0
5417,5417,conf/vldb/Wang95,YHUN_yiwIOUJ,db2 query parallelism: staging and implementation,y wang,1995,robust key establishment in sensor network,y wang,2004
5418,5418,conf/vldb/Wang95,kYYJq-JrCn0J,db2 query parallelism: staging and implementation,y wang,1995,db2 query parallelâ??ism: staging and implement at ion,y wang,0
5419,5419,conf/vldb/WangC03,B1uNI67mfJcJ,avoiding ordering and grouping in query processing,"x wang, m cherniack",2003,avoiding ordering and grouping in query processing,"x wang, m cherniack",0
5420,5420,conf/vldb/WangC03,nXj_8Y7lmHsJ,avoiding ordering and grouping in query processing,"x wang, m cherniack",2003,avoiding ordering and grouping during query processing,"x wang, m cherniack",0
5421,5421,conf/vldb/WangC03,yjZolbzEP6wJ,avoiding ordering and grouping in query processing,"x wang, m cherniack",2003,avoiding sorting and grouping in processing queries,"x wang, m cherniack",2003
5422,5422,conf/vldb/WangHH00,exlmxQKU2_UJ,mining frequent itemsets using support constraints,"k wang, y he, j han",2000,pushing support constraints into frequent itemset mining,"k wang, y he, j han",0
5423,5423,conf/vldb/WangHH00,qbxHq9qXVrUJ,mining frequent itemsets using support constraints,"k wang, y he, j han",2000,mining frequent itemsets using support constraints,"k wang, y he, j han",2000
5424,5424,conf/vldb/WangSG03,T1TgIax4zVcJ,an interpolated volume data model,"t wang, s santini, a gupta",2003,an interpolated volume data model,"t wang, s santini, a gupta",2003
5425,5425,conf/vldb/WangYM97,0qth0oGxonUJ,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,"sting: a statistical information grid approach to spatial data mining,''23rd int","w wang, j yang, r muntz",0
5426,5426,conf/vldb/WangYM97,DEfYmFo2jPYJ,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,sting+: an approach to active spatial data mining,"w wang, j yang, r muntz",0
5427,5427,conf/vldb/WangYM97,OnLLKkgfyLUJ,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,a statistical information grid approach to spatial data mining,"w wang, j yang, rr muntz",1997
5428,5428,conf/vldb/WangYM97,RiOvjzg_MJwJ,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,sting: a statistical information grid based approach to spatial data mining,"w wang, j yang, r muntz",0
5429,5429,conf/vldb/WangYM97,bnkP_MXjTPcJ,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,"j., and muntz, rr 1997. sting: a statistical information grid approach to spatial data mining",wy wang,0
5430,5430,conf/vldb/WangYM97,hVRj_WzRqI4J,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,ã¢â?¬ å?sting: a statistical information grid approach to spatial data miningã¢â?¬â?,"w wei, j yang, r muntz",0
5431,5431,conf/vldb/WangYM97,hcYKj7CHbWYJ,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997
5432,5432,conf/vldb/WangYM97,jXxjB08qsTsJ,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,an approach to active spatial data mining based on statistical information,"w wang, j yang",2000
5433,5433,conf/vldb/WangYM97,o5dSRIunsUUJ,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,r.(1997). sting: a statistical information grid approach to spatial data mining,"w wang, jm yang",0
5434,5434,conf/vldb/WangYM97,sXn3gsd_5TAJ,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,sting: a statistical infromation grid approach to spatial data mining,"w wei, j yang, r muntz",0
5435,5435,conf/vldb/WangYM97,xW3AafG2xKgJ,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,sting: a statistical information grid approach to spatial data mining. in: proc. 23rd int. conf. on  ,w wang,1997
5436,5436,conf/vldb/WangZ00,WtD34B68XEUJ,using sql to build new aggregates and extenders for object- relational systems,"h wang, c zaniolo",2000,using sql to build new aggregates and extenders for object-relational systems,hwc zaniolo,0
5437,5437,conf/vldb/WangZ00,eDa9jQWsTMoJ,using sql to build new aggregates and extenders for object- relational systems,"h wang, c zaniolo",2000,using sql to build new aggregates and extenders for object-relational systems,"h wang, c zaniolo",2000
5438,5438,conf/vldb/WangZL03,riaC3OU0IL8J,atlas: a small but complete sql extension for data mining and data streams,"h wang, c zaniolo, c luo",2003,a native extension of sql for mining data streams,"c luo, h thakkar, h wang, c zaniolo",2005
5439,5439,conf/vldb/WangZL03,tbuNzuDUSFYJ,atlas: a small but complete sql extension for data mining and data streams,"h wang, c zaniolo, c luo",2003,atlas: a small but complete sql extension for data mining and data streams,"h wang, c zaniolo, cr luo",2003
5440,5440,conf/vldb/WangZL99,9PJWqPPVlQwJ,building hierarchical classifiers using class proximity,"k wang, s zhou, s liew",1999,building hierarchical classifiers using class proximity,"k wang, s zhou, sc liew",1999
5441,5441,conf/vldb/WangZL99,G4H0wLuSxaIJ,building hierarchical classifiers using class proximity,"k wang, s zhou, s liew",1999,building hierarchical classifiers using class proximities,"k wang, s zhou, s liew",0
5442,5442,conf/vldb/WeberSB98,4oAYvbfrjRkJ,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"r weber, h schek, s blott",1998,performance study for similarity-search methods in high-dimensional spaces,"r weber, hj schek, s blott, aq analysis",0
5443,5443,conf/vldb/WeberSB98,6D0Qt6Sjp8cJ,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"r weber, h schek, s blott",1998,a quantitative analysis and performance study for similarity-search methods in high-dimensional  ,"r weber, hj schek, s blott",1998
5444,5444,conf/vldb/WeberSB98,Jz3xKY2xbmYJ,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"r weber, h schek, s blott",1998,integrating qualitative methods in a predominantly quantitative evaluation: a case study and some  ,"mm mark, i feller, sb button",1997
5445,5445,conf/vldb/WeberSB98,K4rzmIbgF_sJ,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"r weber, h schek, s blott",1998,  quantitative analysis and performance study for similaritysearch methods in high-dimensional spaces ,"r weber, hj schek, s blott",1998
5446,5446,conf/vldb/WeberSB98,TkaEMuHGE9cJ,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"r weber, h schek, s blott",1998,"jh and blott, s.: a quantitative analysis and performance study for similarity-search methods in  ",rs weber,0
5447,5447,conf/vldb/WeberSB98,ZLYsIub53eoJ,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"r weber, h schek, s blott",1998, quantitative analysis and performance study for similarity search methods in high-dimensional spaces ,"r weber, s hans-j, s blott",1998
5448,5448,conf/vldb/WeberSB98,a9BwchkajwgJ,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"r weber, h schek, s blott",1998,the relative performance of pixel and harmonic space methods to search for non-gaussianity in cmb: a ,p cabellaâ?¦,0
5449,5449,conf/vldb/WeberSB98,fo43Puhu1ycJ,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"r weber, h schek, s blott",1998,a quantitative analysis of simulation and implementation performance for the aodv routing protocol,"id chakeres, em belding-royer",0
5450,5450,conf/vldb/WeberSB98,km3WVXUGhhsJ,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"r weber, h schek, s blott",1998,  quantitative analysis and performance study for similaritysearch methods in high-dimensional spaces ,r weber,0
5451,5451,conf/vldb/WeberSNSS03,wjrZrNrZl4kJ,webservice composition with o'grape and osiris,"r weber, c schuler, p neukomm, h schuldt, h schek",2003,web service composition with o'grape and osiris,"r weber, c schuler, p neukomm, h schuldt, hj schek",2003
5452,5452,conf/vldb/WeikumMHZ02,W_b-Eo5VaOgJ,self-tuning database technology and information services: from wishful thinking to viable engineering,"g weikum, a mï¿½nkeberg, c hasse, p zabback",2002,self-tuning database technology and information services: from wishful thinking to viable  ,"g weikum, a moenkeberg, c hasse, p zabback",2002
5453,5453,conf/vldb/WeikumMHZ02,uNwtCAfL3T4J,self-tuning database technology and information services: from wishful thinking to viable engineering,"g weikum, a mï¿½nkeberg, c hasse, p zabback",2002,self-tuning e-services: from wishful thinking to viable engineering-position paper-,g weikum,0
5454,5454,conf/vldb/WhiteheadSM97,CiYPfP3-5_kJ,gte superpages: using ir techniques for searching complex objects,"s whitehead, h sinha, m murphy",1997,gte superpages: using ir techniques for searching complex objects,"s whitehead, h sinha, m murphy",1997
5455,5455,conf/vldb/WienerN94,PrUWsoySLGcJ,bulk loading into an oodb: a performance study,"j wiener, j naughton",1994,bulk loading into an oodb: a performance study,"jl wiener, jf naughton",1994
5456,5456,conf/vldb/WienerN95,Y1lEnVPl6d8J,oodb bulk loading revisited: the partitioned-list approach,"j wiener, j naughton",1995,oodb bulk loading revisited: the partitioned-list approach,"jl wiener, jf naughton",1995
5457,5457,conf/vldb/WiesnerK01,Djxk7FRvDUgJ,hyperqueries: dynamic distributed query processing on the internet,"a kemper, c wiesner",2001,objectglobe: open distributed query processing services on the internet,"r braumandl, m keidl, a kemper, d kossmann, s  ",0
5458,5458,conf/vldb/WiesnerK01,UrDwK2S7QVwJ,hyperqueries: dynamic distributed query processing on the internet,"a kemper, c wiesner",2001,hyperqueries: dynamic distributed query processing on the internet,"a kemper, c wiesner",2001
5459,5459,conf/vldb/WildfogelY97,uqYakLN84x0J,efficient testing of high performance transaction processing systems,"d wildfogel, r yerneni",1997,efficient testing of high performance transaction processing systems,"d wildfogel, r yerneni",1997
5460,5460,conf/vldb/WitkowskiBBFGSS03,Oti_CoAPH9IJ,business modelling using sql spreadsheets,"a witkowski, s bellamkonda, t bozkaya, n folkert, a gupta, l sheng, s subramanian",2003,business modeling using sql spreadsheets,"a witkowski, s bellamkonda, t bozkaya, n folkert,  ",2003
5461,5461,conf/vldb/WitkowskiBBFGSS03,ygCe1xRFuKgJ,business modelling using sql spreadsheets,"a witkowski, s bellamkonda, t bozkaya, n folkert, a gupta, l sheng, s subramanian",2003,spreadsheets in rdbms for olap,"a witkowski, s bellamkonda, t bozkaya, g dorman, n ",2003
5462,5462,conf/vldb/WuFSP00,T7FkQT7t6WUJ,falcon: feedback adaptive loop for content-based retrieval,"l wu, c faloutsos, k sycara, t payne",2000,falcon: relevance feedback in metric spaces,"l wu, c faloutsos, k sycara, t payne",0
5463,5463,conf/vldb/WuFSP00,XojbAfbtdvcJ,falcon: feedback adaptive loop for content-based retrieval,"l wu, c faloutsos, k sycara, t payne",2000,falcon: feedback adaptive loop for content-based retrieval,"l wu, c faloutsos, kp sycara, tr payne",2000
5464,5464,conf/vldb/WuFSP00,tr_rawv-6SMJ,falcon: feedback adaptive loop for content-based retrieval,"l wu, c faloutsos, k sycara, t payne",2000,falcon: feedback adaptive loop for content-based retrieval,"t authors, c identified",0
5465,5465,conf/vldb/WuYCT95,-UpQkB1uPLMJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,an empirical performance study of the ingres search accelerator for a large property management  ,"ss anand, da bell",1994
5466,5466,conf/vldb/WuYCT95,3e2gsMgcVUsJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,performance of a two-headed disk system when serving database queries under the scan policy,"y manolopoulos, jg kollias",1989
5467,5467,conf/vldb/WuYCT95,3jiJvBah6eAJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,a performance study of query optimization algorithms on a database system supporting procedures,a jhingran,1988
5468,5468,conf/vldb/WuYCT95,7C1w4dd8VyUJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,effects of locking granularity in a database management system,"dr ries, m stonebraker",1977
5469,5469,conf/vldb/WuYCT95,9B95uPD2TrUJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,a kernel design for a secure database management system. in proceedings,"d downs, gj popek",0
5470,5470,conf/vldb/WuYCT95,A5s_U6Ixg3EJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor  ,"kl wu, ps yu, jy chung, jz teng",1995
5471,5471,conf/vldb/WuYCT95,C5YenAgwlOsJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,a study of index structures for main memory database management systems,"tj lehman, mj carey",1986
5472,5472,conf/vldb/WuYCT95,HKczT7lMewAJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,a study of index structures for main memory database management systems,tjlmj carey,0
5473,5473,conf/vldb/WuYCT95,KIGUFNpUivwJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,a simple analytic model for performance of exclusive locking in database systems,"n goodman, r suri, yc tay",1983
5474,5474,conf/vldb/WuYCT95,NsRy0o3_-UQJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,queueing network models for concurrent transaction processing in a database system,"kb irani, hl lin",0
5475,5475,conf/vldb/WuYCT95,S-ct8QQhdXMJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,a study of sort algorithms for multiprocessor database machines,j menon,1986
5476,5476,conf/vldb/WuYCT95,Ub8WpbDUaVoJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,"cactis: a self-adaptive, concurrent implementation of an object-oriented database management system.","se hudson, r king",1989
5477,5477,conf/vldb/WuYCT95,WJeKqP_a0cMJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,performance evaluation of a temporal database management system,"i ahn, r snodgrass",1986
5478,5478,conf/vldb/WuYCT95,b_v-XJ5h0WEJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,performance study of a collaborative method for hierarchical caching in proxy servers,"ps yu, ea macnair",1998
5479,5479,conf/vldb/WuYCT95,c1i5HNdPOycJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,performance of a database manager in a virtual memory system,"sw sherman, rs brice",1976
5480,5480,conf/vldb/WuYCT95,d-XE0cHN9gUJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,performance analysis of a temporal database management system,"i ahn, rt snodgrass",0
5481,5481,conf/vldb/WuYCT95,gGDQ2HKF0OQJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,performance of adaptive query processing in the mariposa distributed database management system,j sidell,0
5482,5482,conf/vldb/WuYCT95,l7ElxBfCtFgJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,performance evaluation of a temporal database management system,r snodgrass,0
5483,5483,conf/vldb/WuYCT95,pthmovz-c4YJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,performance evaluation of two concurrency control mechanisms in a distributed database system,wtk lin,0
5484,5484,conf/vldb/WuYCT95,r3hFnyB0LAQJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,a performance study of concurrency control in a real-time main memory database system,s liu,1993
5485,5485,conf/vldb/WuYCT95,rUpu2pcFa8cJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,semantics for update rule programs and implementation in a relational database management system,"l raschid, j lobo",1996
5486,5486,conf/vldb/WuYCT95,rYL2KvUqWCgJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,on the selection of access paths in a data base system. database management,h wedekind,0
5487,5487,conf/vldb/WuYCT95,uv6nMj7jEggJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,workfile disk management for concurrent mergesorts in a multiprocessor database system,"kl wu, ps yu, jy chung, jz teng",2000
5488,5488,conf/vldb/WuYCT95,vE7HAHpSauwJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,an extension of the performance of a database manager in a virtual memory system using partially  ,"rs brice, sw sherman",1977
5489,5489,conf/vldb/WuYCT95,vNSgwpuAKtkJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,"a simulation study of simultaneous vector prefetch performance in multiprocessor memory subsystems,&quot;","ww hwu, tm conte",0
5490,5490,conf/vldb/WuYCT95,zngET_nu6lsJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,performance study of a database machine in supporting relational databases,"j banerjee, dk hsiao",1978
5491,5491,conf/vldb/XieH94,3mIFpmoWAFUJ,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie, j han",1994,join index hierarchy: an indexing structure for efficient navigation in object-oriented databases,"j han, z xie, y fu",0
5492,5492,conf/vldb/XieH94,7P8_zVPEW64J,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie, j han",1994,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie, j han",1994
5493,5493,conf/vldb/XieH94,jlnGGhVJ438J,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie, j han",1994,join index hierarchies for supporting efficient navigation in object-oriented databases,"z xie, j han",0
5494,5494,conf/vldb/XinHLW03,v0rD-1nzJmYJ,star-cubing: computing iceberg cubes by top-down and bottom-up integration,"d xin, j han, x li, b wah",2003,star-cubing: computing iceberg cubes by top-down and bottom-up integration,"d xin, j han, x li, bw wah",2003
5495,5495,conf/vldb/XinHLW03,wnSyfYff1JkJ,star-cubing: computing iceberg cubes by top-down and bottom-up integration,"d xin, j han, x li, b wah",2003,fast algorithms for mining association rules,"d xin, j han, x li, b wah",0
5496,5496,conf/vldb/YagoubFIV00,195Hlqu94qEJ,caching strategies for data-intensive web sites,"k yagoub, d florescu, v issarny, p valduriez",2000,caching strategies for data-intensive web sites,"k yagoub, d florescu, v issarny, p valduriez",2000
5497,5497,conf/vldb/YagoubFIV00,hMsWZU5TJWYJ,caching strategies for data-intensive web sites,"k yagoub, d florescu, v issarny, p valduriez",2000,building and customizing data-intensive web sites using weave,"k yagoub, d florescu, v issarny",2000
5498,5498,conf/vldb/YagoubFIV00,oHJaZrizZesJ,caching strategies for data-intensive web sites,"k yagoub, d florescu, v issarny, p valduriez",2000,caching strategies for data-intensive web sites,d florescu,0
5499,5499,conf/vldb/YagoubFIV00,wJsdBel2n3EJ,caching strategies for data-intensive web sites,"k yagoub, d florescu, v issarny, p valduriez",2000,"caching strategies for data-intensive web sites, in â??vldb conferenceâ??","k yagoub, d florescu, p valduriez, v issarny",0
5500,5500,conf/vldb/YagoubFIV00a,195Hlqu94qEJ,building and customizing data-intensive web sites using weave,"k yagoub, d florescu, v issarny, p valduriez",2000,caching strategies for data-intensive web sites,"k yagoub, d florescu, v issarny, p valduriez",2000
5501,5501,conf/vldb/YagoubFIV00a,hMsWZU5TJWYJ,building and customizing data-intensive web sites using weave,"k yagoub, d florescu, v issarny, p valduriez",2000,building and customizing data-intensive web sites using weave,"k yagoub, d florescu, v issarny",2000
5502,5502,conf/vldb/YanA94,8j5i7YJQnNAJ,integrating a structured-text retrieval system with an object-oriented database system,"t yan, j annevelink",1994,integrating a structured-text retrieval system with an object-oriented database system,"tw yan, j annevelink",1994
5503,5503,conf/vldb/YanA94,WG-3vX59MvIJ,integrating a structured-text retrieval system with an object-oriented database system,"t yan, j annevelink",1994,integrating a structured-text retrieval system with an object-oriented database system,"tw yantt, j annevelinkt",0
5504,5504,conf/vldb/YanG95,B-KfshhIPy4J,duplicate removal in information system dissemination,"t yan, h garcia-molina",1995,duplicate detection in information dissemination,"t yan, h garcia-molina",0
5505,5505,conf/vldb/YanG95,fx6kDLBa8q8J,duplicate removal in information system dissemination,"t yan, h garcia-molina",1995,index structures for selective d of information under the boolean model,"t yan, h garcia-molina",1994
5506,5506,conf/vldb/YanG95,lr_Kq9SZLY8J,duplicate removal in information system dissemination,"t yan, h garcia-molina",1995,duplicate removal in information system dissemination,"tw yan, h garcia-molina",1995
5507,5507,conf/vldb/YanL95,BNyeiu2AmWAJ,eager aggregation and lazy aggregation,"w yan, p larson",1995,eager aggregation and lazy aggregation,"pa larson, wp yan",0
5508,5508,conf/vldb/YanL95,JLzIM-AHdW8J,eager aggregation and lazy aggregation,"w yan, p larson",1995,eager aggregation and lazy aggregation,"w peng, l per-ake",0
5509,5509,conf/vldb/YanL95,VwsS71_KQX8J,eager aggregation and lazy aggregation,"w yan, p larson",1995,eager aggregation and lazy aggregation,"wp yan, pa larson",1995
5510,5510,conf/vldb/YanL95,uy8MOTvPkOsJ,eager aggregation and lazy aggregation,"w yan, p larson",1995,eager aggregation and lazy aggregation,"py weipeng, l per-ake",0
5511,5511,conf/vldb/YangG01,0Chz95gOxHMJ,comparing hybrid peer-to-peer systems,"b yang, h garcia-molina",2001,comparing hybrid peer-to-peer systems,"y beverly, gm hector",0
5512,5512,conf/vldb/YangG01,Scr_iRh3_KQJ,comparing hybrid peer-to-peer systems,"b yang, h garcia-molina",2001,improving efficiency of peer-to-peer search,"b yang, h garcia-molina",0
5513,5513,conf/vldb/YangG01,W_35UkRxtf4J,comparing hybrid peer-to-peer systems,"b yang, h garcia-molina",2001,comparing hybrid peer-to-peer systems (extended),"b yang, h garcia-molina",0
5514,5514,conf/vldb/YangG01,g8raVwL_ICIJ,comparing hybrid peer-to-peer systems,"b yang, h garcia-molina",2001,comparing hybrid peer-to-peer systems,byh garcia-molina,0
5515,5515,conf/vldb/YangG01,xQYKEHCggZQJ,comparing hybrid peer-to-peer systems,"b yang, h garcia-molina",2001,comparing hybrid peer-to-peer systems,"b yang, h garcia-molina",2001
5516,5516,conf/vldb/YangG01,zWthBBfpT80J,comparing hybrid peer-to-peer systems,"b yang, h garcia-molina",2001,improvig search in peer-to-peer networks,"b yang, h garcia-molina",2002
5517,5517,conf/vldb/YangKL97,K0cybM3qAyYJ,algorithms for materialized view design in data warehousing environment,"j yang, k karlapalem, q li",1997,view relevance driven materialized view selection in data warehousing environment,", s vadapalli, k karlapalem",0
5518,5518,conf/vldb/YangKL97,L6UVryx9SiQJ,algorithms for materialized view design in data warehousing environment,"j yang, k karlapalem, q li",1997,design and selection of materialized views in a data warehousing environment: a case study,"gky chan, q li, l feng",0
5519,5519,conf/vldb/YangKL97,OUZ7DdZuFLQJ,algorithms for materialized view design in data warehousing environment,"j yang, k karlapalem, q li",1997,tackling the challenges of materialized view design in data warehousing environment,"j yang, k karlapalem, q li",0
5520,5520,conf/vldb/YangKL97,ZDCB5IvcngUJ,algorithms for materialized view design in data warehousing environment,"j yang, k karlapalem, q li",1997,a framework for designing materialized views in data warehousing environment,"j yang, k karlapalem, q li",0
