,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
4785,4785,conf/vldb/RaghavanG01,ma-ZRYj0pXIJ,crawling the hidden web,"s raghavan, h garcia-molina",2001,complex queries over web repositories,"s raghavan, h garcia-molina",2003,0
4793,4793,conf/vldb/RamakrishnanGRSWZ95,url:http://portal.acm.org/citation.cfm%3Fid%3D645921.756661,scientific journals: extinction or explosion? (panel),"r ramakrishnan, h garcia-molina, g rossbach, a silberschatz, g wiederhold, j zijlstra",1995,scientific journals: extinction or explosion?(panel),"r ramakrishnan, h garcia-molina, g rossbach, a  ",1995,1
4794,4794,conf/vldb/RamakrishnanR96,3y1e-H-FdC0J,modeling design versions,"r ramakrishnan, d ram",1996,modeling design versions,"r ramakrishnan, dj ram",1996,1
4817,4817,conf/vldb/RastogiS98,gkEOPxIM4GkJ,public: a decision tree classifier that integrates building and pruning,"r rastogi, k shim",1998,public: a decision tree classifier that integrates building and pruning. data mining and knwoledge  ,"r rastogi, k shim",2000,1
4823,4823,conf/vldb/RezendeH98,njuthCBUMPAJ,the heterogeneity problem and middleware technology: experiences with and performance of database gateways,"f rezende, k hergula",1998,the heterogeneity problem and middleware technology: experiences with and performance of database  ,"f de ferreira rezende, k hergula",1998,1
4827,4827,conf/vldb/RiedelGF98,f2N_DxLirWIJ,active storage for large-scale data mining and multimedia,"e riedel, g gibson, c faloutsos",1998,active storage for large-scale data mining and multimedia,"e riedel, g gibson, c faloutsos",1998,1
4841,4841,conf/vldb/RossS97,mrH-8zANwLwJ,fast computation of sparse datacubes,"k ross, d srivastava",1997,fast computation of sparse datacubes,"a kenneth, d srivastava",0,1
4842,4842,conf/vldb/RothOH99,0conc5JGbvUJ,cost models do matter: providing cost information for diverse data sources in a federated system,"m roth, f ozcan, l haas",1999,spatial search for multicomponent objects in a geographic information system using symbolic models  ,s menon,1990,0
4847,4847,conf/vldb/RothS97,9xWSlRBwaPIJ,"don't scrap it, wrap it! a wrapper architecture for legacy data sources","m roth, p schwarz",1997,"donâ??t scrap it, wrap it! a wrapper architecture for legacy data","m roth, p schwarz",1997,1
4849,4849,conf/vldb/RothS97,GRLUYc-u9X8J,"don't scrap it, wrap it! a wrapper architecture for legacy data sources","m roth, p schwarz",1997,"donâ??t scrap it, wrap it! a wrapper architecture for data sources","mt roth, p schwarz",0,1
4852,4852,conf/vldb/RothS97,Xdi3nTAu4YQJ,"don't scrap it, wrap it! a wrapper architecture for legacy data sources","m roth, p schwarz",1997,a wrapper architecture for legacy data sources,wi donâ??t scrap it,1997,0
4874,4874,conf/vldb/RysNS96,utXIhTZ-0o8J,intra-transaction parallelism in the mapping of an object model to a relational multi-processor system,"m rys, m norrie, h schek",1996,"the representation of a temporal data model in the relational environment, 4th int","a segev, a shoshani",0,0
4902,4902,conf/vldb/SakuraiYUK00,kCH4ZzrozMkJ,the a-tree: an index structure for high-dimensional spaces using relative approximation,"y sakurai, m yoshikawa, s uemura, h kojima",2000,the x-tree: an index structure for high-dimensional data [a],"b stefan, da keim, hp kriegel",1996,0
4905,4905,conf/vldb/SakuraiYUK00,vI9c-zUADl8J,the a-tree: an index structure for high-dimensional spaces using relative approximation,"y sakurai, m yoshikawa, s uemura, h kojima",2000,the hybrid tree: an index structure for high dimensional feature spaces,"k chakrabarti, s mehrotra",0,0
4906,4906,conf/vldb/SakuraiYUK00,vmxFQL7lhKoJ,the a-tree: an index structure for high-dimensional spaces using relative approximation,"y sakurai, m yoshikawa, s uemura, h kojima",2000,the tv-tree: an index structure for high-dimensional data,"ki lin, hv jagadish, c faloutsos",1994,0
4909,4909,conf/vldb/Sarawagi00,BJ0pr7FqzzoJ,user-adaptive exploration of multidimensional data,s sarawagi,2000,automation in information extraction and data integration,s sarawagi,0,0
4914,4914,conf/vldb/Sarawagi00,W_CVz6V80csJ,user-adaptive exploration of multidimensional data,s sarawagi,2000,"explaining differences in multidimensional aggregates, vldbâ??99",s sarawagi,0,0
4922,4922,conf/vldb/Sarawagi95,7GpYSr7yaWAJ,query processing in tertiary memory databases,s sarawagi,1995,user adaptive exploration of olap data cubes,s sarawagi,0,0
4929,4929,conf/vldb/Sarawagi95,W_CVz6V80csJ,query processing in tertiary memory databases,s sarawagi,1995,"explaining differences in multidimensional aggregates, vldbâ??99",s sarawagi,0,0
4958,4958,conf/vldb/SavasereON95,2VdxGfQWZMkJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,efficient mining of association rules in distributed databases,"dw cheung, vt ng, aw fu",1996,0
4968,4968,conf/vldb/SavasereON95,A3XtQdi1j5UJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,an effective hash based algorithm for mining association rules,"sp jong, sc ming, sy philip",0,0
4969,4969,conf/vldb/SavasereON95,CG-_La4oAYkJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,an efficient algorithm for mining association rules in large databases,s ashok,0,1
4974,4974,conf/vldb/SavasereON95,OvNKAycreXwJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,"mining association rules between sets of items in large databases. inp. bunemanands. jajodia,  ","r agrawal, t imielinski, an swami",0,0
4989,4989,conf/vldb/SavasereON95,cIJQ0qxrkMIJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,fast algorithms for mining association rules in large databases,"ra as941, r srikant",0,0
4993,4993,conf/vldb/SavasereON95,hLrdara3zskJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,an effective hash-based algorithm for mining association rules,"js park, ps yu",0,0
4994,4994,conf/vldb/SavasereON95,iSkco-aumngJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,"r. and shim, k. 1998. cure: an efficient clustering algorithm for large databases","s guha, r rastogi",0,0
5014,5014,conf/vldb/SayalCDS02,0acvmJtaI8QJ,business process cockpit,"m sayal, f casati, u dayal, m shan",2002,business process cockpit,"m sayal, f casati, u dayal, mc shan",2002,1
5017,5017,conf/vldb/Schek00,yMjJam38N8sJ,"panel: future directions of database research - the vldb broadening strategy, part 1",h schek,2000,"panel: future directions of database research-the vldb broadening strategy, part 1",hj schek,2000,1
5020,5020,conf/vldb/ScheuermannSV96,N3Hyyb1Qw8sJ,watchman : a data warehouse intelligent cache manager,"p scheuermann, j shim, r vingralek",1996,a data warehouse intelligent cache manager proc. of the 22nd int,"p scheuermann, j shim, rv watchman",0,1
5026,5026,conf/vldb/SchmidtWKCMB02,CvGGYMrKR2sJ,xmark: a benchmark for xml data management,"a schmidt, f waas, m kersten, m carey, i manolescu, r busse",2002,xmark: a benchmark for xml data management,"a schmidt, f waas, ml kersten, mj carey, i  ",2002,1
5032,5032,conf/vldb/Schoning98,HEJ1Z4Q_xXMJ,the adabas buffer pool manager,h schï¿½ning,1998,the adabas buffer pool manager,h schoning,0,1
5035,5035,conf/vldb/SeegerBBKSDS01,WYGjQDmRwt8J,xxl - a library approach to supporting efficient implementations of advanced database queries,"j bercken, b blohsfeld, j dittrich, j krï¿½mer, t schï¿½fer, m schneider, b seeger",2001,xxl-a library approach to supporting efficient implementations of advanced database queries,"j van den bercken, b blohsfeld, jp dittrich, j  ",2001,1
5047,5047,conf/vldb/SellisRF97,RO5oBaYCifMJ,multidimensional access methods: trees have grown everywhere,"t sellis, n roussopoulos, c faloutsos",1997,the r+-tree: a dynamic index for multi-dimensional data,"t sellis, n roussopoulos, c faloutsos",0,0
5081,5081,conf/vldb/SeshadriLR96,cZ5JZQyhb1MJ,the design and implementation of a sequence database system,"p seshadri, m livny, r ramakrishnan",1996,the design and implementation of k: a highlevel knowledge-base programming language of osam*,"ym shyy, j arroyo-figueroa, syw su, h lam",0,0
5101,5101,conf/vldb/SeshadriLR96,yCSb05U8FHcJ,the design and implementation of a sequence database system,"p seshadri, m livny, r ramakrishnan",1996,"the design, implementation and evaluation of a software-based real-time ethernet protocol","t chiueh, c venkatramani",1995,0
5110,5110,conf/vldb/SeshadriLR97,jSAtXghimR0J,the case for enhanced abstract data types,"p seshadri, m livny, r ramakrishnan",1997,"the case for enhanced abstract data types, 1997","p seshadri, m livny, r ramakrishnan",0,1
5117,5117,conf/vldb/ShaferA97,iU7EJFViYvgJ,parallel algorithms for high-dimensional similarity joins for data mining applications,"j shafer, r agrawal",1997,andm. mehta. sprint: ascalableparallel classifier fordata mining. in 22 nd,"j shafer, r agrawal",0,0
5118,5118,conf/vldb/ShaferAM96,5HHRNLsy0sAJ,sprint: a scalable parallel classifier for data mining,"j shafer, r agrawal, m mehta",1996,sprint: a scalable parallel classifier for data mining,"j shafer, r agrawal, m mehta",1996,1
5122,5122,conf/vldb/ShaferAM96,pRMh6pGr-XUJ,sprint: a scalable parallel classifier for data mining,"j shafer, r agrawal, m mehta",1996,a scalable parallel classier for data mining,"j shafer, r agrawal, m mehta",0,1
5154,5154,conf/vldb/ShashaB02,url:http://portal.acm.org/citation.cfm%3Fid%3D564691.564798%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3D564691%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Conference%2520on%2520Management%2520of%2520Data%2520and%2520Symposium%2520on%2520Principles%2520of%2520Database%2520Systems%26CFID%3D11111111%26CFTOKEN%3D2222222,"database tuning: principles, experiments, and troubleshooting techniques","d shasha, p bonnet",2002,"database tuning: principles, experiments, and troubleshooting techniques (part i)","d shasha, p bonnet",2002,1
5155,5155,conf/vldb/ShatdalKN94,27-P8X0mjfcJ,cache conscious algorithms for relational query processing,"a shatdal, c kant, j naughton",1994,cache conscious algorithms for relational query processing,"a shatdal, c kant, jf naughton",1994,1
5160,5160,conf/vldb/SheikholeslamiCZ98,2GWXn3jT0uwJ,wavecluster: a multi-resolution clustering approach for very large spatial databases,"g sheikholeslami, s chatterjee, a zhang",1998,wavecluster: a wavelet based clustering approach for spatial data,g sheikholeslamiâ?¦,0,0
5165,5165,conf/vldb/SheikholeslamiCZ98,eFgoWIVr71IJ,wavecluster: a multi-resolution clustering approach for very large spatial databases,"g sheikholeslami, s chatterjee, a zhang",1998,a wavelet-based clustering approach for spatial data in very large databases the vldb journal,"f sheikholeslami, s chatterjee, az wavecluster",0,0
5185,5185,conf/vldb/Shmueli01,bjtnGkW6L3kJ,architectures for internal web services deployment,o shmueli,2001,alon itai. maintenance of views,o shmueli,0,0
5195,5195,conf/vldb/SilversteinBMU98,bCj7bOIqDc0J,scalable techniques for mining causal structures,"c silverstein, s brin, r motwani, j ullman",1998,scalable techniques for mining causal structures,"c silverstein, s brin, r motwani, j ullman",2000,1
5196,5196,conf/vldb/SimonD95,lLARMvKaIQMJ,promises and realities of active database systems,"e simon, a dittrich",1995,promises and realities of active database systems,"e simon, a kotz-dittrich",1995,1
5209,5209,conf/vldb/SkubiszewskiV97,MJAw_2C6ErAJ,concurrent garbage collection in o2,"m skubiszewski, p valduriez",1997,concurrent garbage collection in o2,"m skubiszewski, p valduriez",1997,1
5223,5223,conf/vldb/SrikantA95,K1nbpKn1IbsJ,mining generalized association rules,"r srikant, r agrawal",1995,mining generalized association rules. in: proc of 21th int'l conf very large data bases,"r srikant, r agrawal",1995,1
5226,5226,conf/vldb/SrikantA95,OUdGxoZdSxAJ,mining generalized association rules,"r srikant, r agrawal",1995,mining generalized association rules,"r agrawal, r srikant",0,1
5233,5233,conf/vldb/SrikantA95,cYUloixbsjsJ,mining generalized association rules,"r srikant, r agrawal",1995,"mining sequential patterns: generalization and performance improvements, advances in database  ","r srikant, r agrawal",1996,0
5242,5242,conf/vldb/SrinivasaK03,6q7lyCOAmN8J,a platform based on the multi-dimensional data model for analysis of bio-molecular structures,"s srinivasa, s kumar",2003,requirements analysis for community supporting platforms based on the media reference model,k stanoevska-slabeva,2000,0
5259,5259,conf/vldb/SrinivasaK03,hPsx3cgupkIJ,a platform based on the multi-dimensional data model for analysis of bio-molecular structures,"s srinivasa, s kumar",2003,formal analysis of models for the dynamics of trust based on experiences,"cm jonker, j treur",1999,0
5266,5266,conf/vldb/SrinivasaK03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101956%26type%3Dpdf,a platform based on the multi-dimensional data model for analysis of bio-molecular structures,"s srinivasa, s kumar",2003,"a strategy for efficient verification of relational specifications, based on monotonicity analysis","mf frias, r gamarra, g steren, l bourg",2005,0
5277,5277,conf/vldb/SrivastavaDJL96,HIsBB-kUYZIJ,answering queries with aggregation using views,"d srivastava, s dar, h jagadish, a levy",1996,answering queries with aggregation using views,"s dar, hv jagadish, ay levy, d srivastava",0,1
5279,5279,conf/vldb/StanoiRAA01,SBpUQ0L7KUgJ,discovery of influence sets in frequently updated databases,"i stanoi, m riedewald, d agrawal, a abbadi",2001,discovery of influence sets in frequently updated databases,"i stanoi, m riedewald, d agrawal, a el abbadi",2001,1
5283,5283,conf/vldb/StaudtJ96,6moFnThDHW0J,incremental maintenance of externally materialized views,"m staudt, m jarke",1996,incremental maintenance of externally materialized views,"m staudt, m jarke",1996,1
5299,5299,conf/vldb/Suciu96,GwvN1w9_ZZoJ,query decomposition and view maintenance for query languages for unstructured data,d suciu,1996,query decomposition for unstructured query languages,d suciu,0,1
5301,5301,conf/vldb/Suciu96,Y7kHpHu3nP0J,query decomposition and view maintenance for query languages for unstructured data,d suciu,1996,distributed query evaluation on semistructured data,d suciu,2002,0
5304,5304,conf/vldb/Suciu96a,1sGr4qMsCeMJ,implementation and analysis of a parallel collection query language,d suciu,1996,management of semistructured data,d suciu,1997,0
5316,5316,conf/vldb/SundaraHCAS01,FBibYDQ53xYJ,developing an indexing scheme for xml document collection using the oracle8i extensibility framework,"s sundara, y hu, t chorma, n agarwal, j srinivasan",2001,developing an xml framework for an electronic document delivery system,"sc yu, rs chen",2001,0
5317,5317,conf/vldb/SundaraHCAS01,nUFhC9syaNsJ,developing an indexing scheme for xml document collection using the oracle8i extensibility framework,"s sundara, y hu, t chorma, n agarwal, j srinivasan",2001,developing an indexing scheme for xml document collections using the oracle8i extensibility  ,"s sundara, y hu, t chorma",2001,1
5328,5328,conf/vldb/TanSHCR01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D375755%26type%3Dpdf%26dl%3DGUIDE%26dl%3DGUIDE%26CFID%3D11111111%26CFTOKEN%3D2222222,walking through a very large virtual environment in real-time,"l shou, j chionh, z huang, y ruan, k tan",2001,review: a real-time virtual walkthrough system,"l shou, ch chionh, z huang, y ruan, kl tan",2001,0
5331,5331,conf/vldb/TaoP02,7ZyV9ivZySQJ,adaptive index structures,"y tao, d papadias",2002,adaptive index structures,"y tao, d papadias",2002,1
5358,5358,conf/vldb/TorloneA03,v6kudD3ItEoJ,chameleon: an extensible and customizable tool for web data translation,"r torlone, p atzeni",2003,chameleon: an extensible and customizable tool for web data translation,"r torlone, p atzeni",2003,1
5360,5360,conf/vldb/TriantafillouP97,L7vxP-dXbukJ,on-demand data elevation in hierarchical multimedia storage servers,"p triantafillou, t papadakis",1997,on-demand data elevation in a hierarchical multimedia storage server,"p triantallou, t papadakis",1997,1
5376,5376,conf/vldb/Vaskevitch95,s6Ax0WdZp6IJ,"very large databases: how large, how different?",d vaskevitch,1995,"very large databases: how large, how different?",d vaskevitch,1995,1
5399,5399,conf/vldb/VorugantiOU99,ItOlYY7ITt0J,an adaptive hybrid server architecture for client caching odbmss,"k voruganti, m ï¿½zsu, r unrau",1999,an adaptive hybrid server architecture for client caching odbmss,"k voruganti, mt ã?zsu, rc unrau",1999,1
5401,5401,conf/vldb/VorugantiOU99,nlwMBvJt988J,an adaptive hybrid server architecture for client caching odbmss,"k voruganti, m ï¿½zsu, r unrau",1999,an adaptive hybrid server architecture for client caching object dbmss,k voruganti,0,1
5410,5410,conf/vldb/Wadler01,url:http://portal.acm.org/citation.cfm%3Fid%3D645927.672033,"et tu, xml? the downfall of the relational empire (abstract)",p wadler,2001,"et tu, xml? the downfall of the relational empire (abstract)",p wadler,2001,1
5425,5425,conf/vldb/WangYM97,0qth0oGxonUJ,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,"sting: a statistical information grid approach to spatial data mining,''23rd int","w wang, j yang, r muntz",0,1
5432,5432,conf/vldb/WangYM97,jXxjB08qsTsJ,sting: a statistical information grid approach to spatial data mining,"w wang, j yang, r muntz",1997,an approach to active spatial data mining based on statistical information,"w wang, j yang",2000,0
5436,5436,conf/vldb/WangZ00,WtD34B68XEUJ,using sql to build new aggregates and extenders for object- relational systems,"h wang, c zaniolo",2000,using sql to build new aggregates and extenders for object-relational systems,hwc zaniolo,0,1
5438,5438,conf/vldb/WangZL03,riaC3OU0IL8J,atlas: a small but complete sql extension for data mining and data streams,"h wang, c zaniolo, c luo",2003,a native extension of sql for mining data streams,"c luo, h thakkar, h wang, c zaniolo",2005,0
5448,5448,conf/vldb/WeberSB98,a9BwchkajwgJ,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"r weber, h schek, s blott",1998,the relative performance of pixel and harmonic space methods to search for non-gaussianity in cmb: a ,p cabellaâ?¦,0,0
5453,5453,conf/vldb/WeikumMHZ02,uNwtCAfL3T4J,self-tuning database technology and information services: from wishful thinking to viable engineering,"g weikum, a mï¿½nkeberg, c hasse, p zabback",2002,self-tuning e-services: from wishful thinking to viable engineering-position paper-,g weikum,0,1
5458,5458,conf/vldb/WiesnerK01,UrDwK2S7QVwJ,hyperqueries: dynamic distributed query processing on the internet,"a kemper, c wiesner",2001,hyperqueries: dynamic distributed query processing on the internet,"a kemper, c wiesner",2001,1
5468,5468,conf/vldb/WuYCT95,7C1w4dd8VyUJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,effects of locking granularity in a database management system,"dr ries, m stonebraker",1977,0
5494,5494,conf/vldb/XinHLW03,v0rD-1nzJmYJ,star-cubing: computing iceberg cubes by top-down and bottom-up integration,"d xin, j han, x li, b wah",2003,star-cubing: computing iceberg cubes by top-down and bottom-up integration,"d xin, j han, x li, bw wah",2003,1
5496,5496,conf/vldb/YagoubFIV00,195Hlqu94qEJ,caching strategies for data-intensive web sites,"k yagoub, d florescu, v issarny, p valduriez",2000,caching strategies for data-intensive web sites,"k yagoub, d florescu, v issarny, p valduriez",2000,1
5499,5499,conf/vldb/YagoubFIV00,wJsdBel2n3EJ,caching strategies for data-intensive web sites,"k yagoub, d florescu, v issarny, p valduriez",2000,"caching strategies for data-intensive web sites, in â??vldb conferenceâ??","k yagoub, d florescu, p valduriez, v issarny",0,1
5509,5509,conf/vldb/YanL95,VwsS71_KQX8J,eager aggregation and lazy aggregation,"w yan, p larson",1995,eager aggregation and lazy aggregation,"wp yan, pa larson",1995,1
5525,5525,conf/vldb/YiF00,1XJk5BWEVe8J,fast time sequence indexing for arbitrary lp norms,"b yi, c faloutsos",2000,"k., &amp; faloutsos, c.(2000). fast time sequence indexing for arbitrary lp norms",b yi,0,1
5530,5530,conf/vldb/YiF00,jlAeV2gH64QJ,fast time sequence indexing for arbitrary lp norms,"b yi, c faloutsos",2000,fast time sequence indexing for arbitrary lp norms [a],"y byoung-kee, f christos",2000,1
5539,5539,conf/vldb/ZellerK02,url:http://ieeexplore.ieee.org/iel5/9217/29235/01320046.pdf%3Farnumber%3D1320046,experience report: exploiting advanced database optimization features for large-scale sap r/3 installations,"b zeller, a kemper",2002,benchmarking sap r/3 archiving scenarios,"b zeller, a kemper",0,0
5543,5543,conf/vldb/ZemankovaI94,tY2aRisx_7wJ,scientific databases - state of the art and future directions,"m zemankova, y ioannidis",1994,security of shared data in large systems: state of the art and research directions,"a rosenthal, m winslett",2004,0
5544,5544,conf/vldb/ZemankovaI94,url:http://portal.acm.org/citation.cfm%3Fid%3D319684,scientific databases - state of the art and future directions,"m zemankova, y ioannidis",1994,multimedia access and retrieval (panel session): the state of the art and future directions,"g auffret, j foote, cs li, b shahraray, t syeda- ",1999,0
5585,5585,journals/sigmod/Aberer01,g2ZQ4_Qy228J,advanced xml data processing - guest editor's introduction,k aberer,2001,the prospects of publishing using advanced database concepts,k aberer,0,0
5597,5597,journals/sigmod/Aberer01a,fnt5G2r4MaYJ,book review column,k aberer,2001,peer to peer data management: introduction to a special issue,k aberer,0,0
5605,5605,journals/sigmod/Aberer01a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601865%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2001,book review column,l processing,2002,0
5612,5612,journals/sigmod/Aberer02,2r6t9GEZb28J,book review column,k aberer,2002,special issue on peer to peer data management,k aberer,0,0
5615,5615,journals/sigmod/Aberer02,_hb7jvkdltcJ,book review column,k aberer,2002,special topic section on peer to peer data management,k aberer,0,0
5626,5626,journals/sigmod/Aberer02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D604274%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2002,book review column,k aberer,2002,0
5632,5632,journals/sigmod/Aberer02a,6MY_fFzgHtgJ,book review column,k aberer,2002,"report on the first international conference on ontologies, databases and applications of semantics  ",k aberer,2003,0
5634,5634,journals/sigmod/Aberer02a,_hb7jvkdltcJ,book review column,k aberer,2002,special topic section on peer to peer data management,k aberer,0,0
5635,5635,journals/sigmod/Aberer02a,fnt5G2r4MaYJ,book review column,k aberer,2002,peer to peer data management: introduction to a special issue,k aberer,0,0
5644,5644,journals/sigmod/Aberer02a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D603869%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2002,advanced xml data processing:,k aberer,2001,0
5648,5648,journals/sigmod/Aberer02a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D776994%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2002,book review column,d technologies,2003,0
5650,5650,journals/sigmod/Aberer02b,2r6t9GEZb28J,book review column,k aberer,2002,special issue on peer to peer data management,k aberer,0,0
5677,5677,journals/sigmod/Aberer02c,url:http://portal.acm.org/citation.cfm%3Fid%3D637411.637423%26dl%3Dportal%26dl%3DACM%26type%3Dissue%26idx%3D637411%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2002,reviews: book reviews table of contents,k aberer,2002,0
5687,5687,journals/sigmod/Aberer02c,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959078%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2002,book review column,bd davison,2003,0
5694,5694,journals/sigmod/Aberer03a,dXGsVhYx06QJ,"report on the first international conference on ontologies, databases and applications of semantics",,2003,"sigirâ??95, proceedings of the 18th annual international acm sigir conference on research and  ","e fox, p ingwersen, r fidel",1995,0
5696,5696,journals/sigmod/Aberer03a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1083797%26type%3Dpdf,"report on the first international conference on ontologies, databases and applications of semantics",,2003,report on the ninth conference on software engineering and databases (jisbd 2004),"j hernã¡ndez, e pimentel, a toval",2005,0
5703,5703,journals/sigmod/Aberer03a,wlSdeqz9ub4J,"report on the first international conference on ontologies, databases and applications of semantics",,2003,"report of the third banff conference on allograft pathology (july 20-24, 1995) on classification and ","k solez, h benediktsson, t cavallo, b croker, aj  ",1996,0
5706,5706,journals/sigmod/Aberer03b,7CLhi_LOtoUJ,book review column,k aberer,2003,special section on advanced xml data processing,k aberer,0,0
5713,5713,journals/sigmod/Aberer03b,url:http://portal.acm.org/citation.cfm%3Fid%3D945721.945727%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2003,guest editor's introduction,k aberer,2003,0
5718,5718,journals/sigmod/Aberer03b,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D604274%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2003,book review column,k aberer,2002,0
5739,5739,journals/sigmod/Aberer03d,url:http://portal.acm.org/citation.cfm%3Fid%3D603867.603869%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2003,advanced xml data processing: guest editor's introduction,k aberer,2001,0
5753,5753,journals/sigmod/Abiteboul99,13NBtnaNfIEJ,on views and xml,s abiteboul,1999,onviews andxml,s abiteboul,0,1
5758,5758,journals/sigmod/Abiteboul99,lV0HWh9QLUQJ,on views and xml,s abiteboul,1999,data on the web: from relations to semistructured data and xml,s abiteboul,1999,0
5767,5767,journals/sigmod/AbiteboulH95,uJcu45Ru094J,"\response to \""\""a close look at the ifo data model\""\""\""""","s abiteboul, r hull",1995,ifo: a formal semantic model,"s abiteboul, r hull",0,0
5780,5780,journals/sigmod/AlonsoCIM95,5LlePa4wQmEJ,managing video data in a mobile environment,"r alonso, y chang, l iftode, v mani",1995,managing video data in a mobile environment,"r alonso, yl chang, l iftode",1995,1
5783,5783,journals/sigmod/AndlerHEMBE96,J82SdCmczAcJ,deeds towards a distributed and active real-time database system,"s andler, j hansson, j eriksson, j mellin, m berndtsson, b eftring",1996,1996 . deeds| towards a distributed active and real-time database system,"sf andler, j hanson, j eriksson, j mellin, m  ",0,1
5784,5784,journals/sigmod/AndlerHEMBE96,WZ823oj6x3cJ,deeds towards a distributed and active real-time database system,"s andler, j hansson, j eriksson, j mellin, m berndtsson, b eftring",1996,"andb. eftring, deeds: towards a distributed and active real-time database systems","sf andler, j hansson, j eriksson, j mellin, m  ",0,1
5792,5792,journals/sigmod/ArenasKKKMM03,rl50qPw8UaEJ,the hyperion project: from data integration to data coordination,"m arenas, v kantere, a kementsietsidis, i kiringa, r miller, j mylopoulos",2003,the hyperion project: from data integration to data collection.,"m arenas, v kantere, a kementsietsidis, i kiringa, ",0,1
5803,5803,journals/sigmod/AtzeniM98,iPSta_aqkJYJ,webdb '98: international workshop on the web and databases,,1998,international workshop on web and databases,c san diego,0,0
5834,5834,journals/sigmod/BarbaraBFLS94,sF4xdH31mDAJ,the impact of database research on industrial products (panel summary),"d barbarï¿½, j blakeley, d fishman, d lomet, m stonebraker",1994,panel: the impact of database research on industrial products  summary ,"d fishman, d lomet, m stonebraker",0,1
5868,5868,journals/sigmod/BerndtssonH96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1107515%26type%3Dpdf,workshop report: the first international workshop on active and real-time database systems (artdb-95),,1996,report on the first ieee international workshop on networking meets databases (netdbâ??05),"c shahabi, r govindan, k aberer",2005,0
5869,5869,journals/sigmod/BerndtssonH96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381889%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,workshop report: the first international workshop on active and real-time database systems (artdb-95),,1996,workshop report: the first international workshop on active and real-time database systems (artdb-95 ,"m berndtsson, j hansson",1996,1
5877,5877,journals/sigmod/Bernstein98,fmfk1ihXFPkJ,repositories and object oriented databases,p bernstein,1998,"a note on theoretical problems in distributed database management, iv int",p bernstein,0,0
