,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
9489,9489,journals/vldb/SheikholeslamiCZ00,2GWXn3jT0uwJ,wavecluster: a wavelet based clustering approach for spatial data in very large databases,"g sheikholeslami, s chatterjee, a zhang",2000,wavecluster: a wavelet based clustering approach for spatial data,g sheikholeslamiâ?¦,0,1
4363,4363,conf/vldb/LuL00,Ih5hY-NRmFgJ,decision tables: scalable classification exploring rdbms capabilities,"h lu, h liu",2000,decision tables: scalable classification exploring rdbms capabilities,"h lu, h liu",2000,1
3415,3415,conf/vldb/ChaudhuriS01,w5_HkketH-wJ,storage and retrieval of xml data using relational databases,,2001,the xxl search engine: ranked retrieval of xml data using indexes and ontologies,"a theobald, g weikum",2002,0
16,16,conf/sigmod/2000,url:http://portal.acm.org/citation.cfm%3Fid%3D191839,"proceedings of the 2000 acm sigmod international conference on management of data, may 16-18, 2000, dallas, texas, usa",,2000,source international conference on management of data archive,"rt snodgrass, m winslett",1994,0
4537,4537,conf/vldb/Mohan02a,IWM2gExnQLkJ,an efficient method for performing record deletions and updates using index scans,c mohan,2002,tutorial: a survey and critique of advanced transaction models,c mohan,0,0
6450,6450,journals/sigmod/Franklin97a,url:http://www.roc.noaa.gov/news/vol1is4.pdf,editor's notes,m franklin,1997,editor's notes,nl smith,1981,0
2394,2394,conf/sigmod/ShenNSHS03,LjrsWIr3rhAJ,cmvf: a novel dimension reduction scheme for efficient indexing in a large image database,"j shen, a ngu, j shepherd, d huynh, q sheng",2003,cmvf: a novel dimension reduction scheme for efficient indexing in a large image database,"j shen, ahh ngu, j shepherd, dq huynh, qz sheng",2003,1
6232,6232,journals/sigmod/EisenbergM02,6uelfg3RgEoJ,sql/xml is making good progress,"a eisenberg, j melton",2002,an early look at xquery,"a eisenberg, j melton",2002,0
755,755,conf/sigmod/ChenRW02,05ShsIGjnKkJ,xcache: a semantic caching system for xml queries,"l chen, e rundensteiner, s wang",2002,xcache: a semantic caching system for xml queries,"l chen, ea rundensteiner, s wang",2002,1
9184,9184,journals/vldb/Halevy02,CYJR7X2NtGMJ,guest editorial,,2002,guest editorial,h simon,1995,0
670,670,conf/sigmod/ChangH02,4zxRX5K-YSsJ,minimal probing: supporting expensive predicates for top-k queries,"k chang, s hwang",2002,minimal probing: supporting expensive predicates for top-k queries,"kcc chang, s hwang",2002,1
7294,7294,journals/sigmod/MeltonE01,tE1YtM19O5EJ,sql multimedia and application packages (sql/mm),"j melton, a eisenberg",2001,standard sql/mm: sql multimedia and application packages,"k jankiewicz, m wojciechowski",0,0
6166,6166,journals/sigmod/Dogac96,gt_wY6mYF_kJ,middle east technical university software research and development center,a dogac,1996,"metu object-oriented database system, demo description",a dogac,0,0
4407,4407,conf/vldb/MargaritisFT01,QdyhPQjP2WIJ,netcube: a scalable tool for fast data mining and compression,"d margaritis, c faloutsos, s thrun",2001,seiq: a fast and scalable classifier for data mining [r],"m mehta, r agrawal, j rissanen",0,0
8734,8734,journals/tods/Snodgrass01,url:http://www.springerlink.com/index/N2VQ4NK4H736R74T.pdf,editorial,,2001,editorial,"p muschamp, j hill",2004,0
348,348,conf/sigmod/Ballinger94,xGGBIZmLvmgJ,evolving teradata decision support for massively parallel processing with unix,c ballinger,1994,evolving teradata decision support for massively parallel processing with unix,c ballinger,1994,1
8945,8945,journals/vldb/AtluriJY03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D765219%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,guest editorial,,2003,guest editorial,"jr gruser, l raschid, v zadorozhny",2000,0
6775,6775,journals/sigmod/HasselbringHHKRRS00,ojKdNggRzbkJ,"research and practice in federated information systems, report of the efis '2000 international workshop",,2000,awareness and practice of information systems development methodologies in business today,"b saunders, e georgiadou",0,0
4064,4064,conf/vldb/IwerksSS03,TcSLnozhpgkJ,continuous k-nearest neighbor queries for continuously moving points with updates,"g iwerks, h samet, k smith",2003,maintenance of spatial semijoin queries on moving points,"g iwerks, h samet, k smith",2004,0
1266,1266,conf/sigmod/Grust02,CKiAavnrRH4J,accelerating xpath location steps,t grust,2002,staircase join: teach a rdbms to watch its,t grust,0,0
7778,7778,journals/sigmod/SmithO99,uPx8w3k7NyQJ,unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems,"k smith, l obrst",1999,infosleuth: agent-based semantic integration of information in open and dynamic systems,"rj bayardo, w bohrer, a cichocki, jj fowler, a  ",0,0
5605,5605,journals/sigmod/Aberer01a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D601865%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2001,book review column,l processing,2002,0
6908,6908,journals/sigmod/Kim94,Tlv-A9lX8owJ,observations on the odmg-93 proposal,w kim,1994,"alli., e.: composite objects revisited",w kim,0,0
4491,4491,conf/vldb/Mohan01,14cgU3tAHtgJ,caching technologies for web applications,c mohan,2001,state of the art in workflow management system research and products. tutorial notes,c mohan,0,0
3285,3285,conf/vldb/CareyD96,5HV8kccLoZ4J,of objects and databases: a decade of turmoil,"m carey, d dewitt",1996,of objects and databases: a decade of turmoil. 22nd vldb conf,"mj carey, dj dewitt",0,1
3913,3913,conf/vldb/GyssensL97,7jSBx3h3cvUJ,a foundation for multi-dimensional databases,"m gyssens, l lakshmanan",1997,a foundation for multi-dimensional databases,"m gyssens, lvs lakshmanan",0,1
6630,6630,journals/sigmod/GatziuJSV99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1083799%26type%3Dpdf,design and management of data warehouses: report on the dmdw'99 workshop,"s gatziu, m jeusfeld, m staudt, y vassiliou",1999,report on the international workshop on pattern representation and management (parmaâ??04),"y theodoridis, p vassiliadis",2005,0
5185,5185,conf/vldb/Shmueli01,bjtnGkW6L3kJ,architectures for internal web services deployment,o shmueli,2001,alon itai. maintenance of views,o shmueli,0,0
457,457,conf/sigmod/BohrerBBCFHKKMNRRSUUW97,fdruJtO0F0UJ,infosleuth: semantic integration of information in open and dynamic environments (experience paper),"r jr., w bohrer, r brice, a cichocki, j fowler, a helal, v kashyap, t ksiezyk, g martin, m nodine, m rashid, m rusinkiewicz, r shea, c unnikrishnan, a unruh, d woelk",1997,"m., and widoff s.: dynamic service matchmaking among agents in open information environments","k sycara, k lu",0,0
1442,1442,conf/sigmod/HristidisKP01,dpu0E5Tb0foJ,prefer: a system for the efficient execution of multi-parametric ranked queries,"v hristidis, n koudas, y papakonstantinou",2001,keyword proximity search in xml trees,"v hristidis, n koudas, y papakonstantinou",0,0
7113,7113,journals/sigmod/Liu02,url:http://doi.wiley.com/10.1002/ev.1658,editor's notes,l liu,2002,editor's notes,l sechrest,1993,0
8063,8063,journals/sigmod/Widom95,lAbG3uFZvVUJ,editor's notes,j widom,1995,research issues in active database systems: report from the closing panel at ride-ads '94,j widom,1994,0
8146,8146,journals/sigmod/Widom96a,url:http://portal.acm.org/citation.cfm%3Fid%3D219713%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,editor's notes,j widom,1996,source acm sigmod record archive,j widom,1995,0
4852,4852,conf/vldb/RothS97,Xdi3nTAu4YQJ,"don't scrap it, wrap it! a wrapper architecture for legacy data sources","m roth, p schwarz",1997,a wrapper architecture for legacy data sources,wi donâ??t scrap it,1997,0
4108,4108,conf/vldb/JonscherD94,iBEI8pUanCEJ,an approach for building secure database federations,"d jonscher, k dittrich",1994,an approach for building secure database federations [a],"j dirk, rd klaus",0,1
1512,1512,conf/sigmod/JonssonFS98,5fb1l1MyGisJ,interaction of query evaluation and buffer management for information retrieval,"b jï¿½nsson, m franklin, d srivastava",1998,interaction of query evaluation and buffer management for information retrieval,"bt jonsson, mj franklin, d srivastava",1998,1
9046,9046,journals/vldb/CandanLS00,v1MIy7nisZMJ,view management in multimedia databases,"k candan, e lemar, v subrahmanian",2000,view management in multimedia databases,"sc kasim, e lemar, vs subrahmanian",0,1
3110,3110,conf/vldb/BaumgartnerFG01,SuA6ug99YisJ,visual web information extraction with lixto,"r baumgartner, s flesca, g gottlob",2001,gg: visual web information extraction with lixto,"r baumgartner, s flesca",0,1
3398,3398,conf/vldb/ChaudhuriGS95,ThEw8obz2UsJ,retrieval of composite multimedia objects,"s chaudhuri, s ghandeharizadeh, c shahabi",1995,avoiding retrival contention for composite multimedia objects,"s chaudhuri, s ghandeharizadeh, c shahabi",0,0
8066,8066,journals/sigmod/Widom95,rVFh4WHFxoUJ,editor's notes,j widom,1995,"a denotational semantics for the starburst production rule language, 1992",j widom,0,0
7115,7115,journals/sigmod/Liu02,url:http://www.roc.noaa.gov/news/vol1is4.pdf,editor's notes,l liu,2002,editor's notes,nl smith,1981,0
355,355,conf/sigmod/BarbaraI94,bTYTn8VG5hIJ,sleepers and workaholics: caching strategies in mobile environments,"d barbarï¿½, t imielinski",1994,"ã¢â?¬ å?sleepers and workaholics: caching strategies for mobile environments, ã¢â?¬â?","d barbara, t imielinski",0,1
8032,8032,journals/sigmod/WeikumSR03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1058166%26type%3Dpdf,"report on the 10th conference on database systems for business, technology, and the web (btw 2003)",,2003,report on mobide 2003: the 3rd international acm workshop on data engineering for wireless and  ,"s banerjee, m cherniack, v kumar, pk chrysanthis,  ",2005,0
8261,8261,journals/sigmod/Winslett94,8lafnpE84ocJ,progress on hpcc and nii,m winslett,1994,distinguished database profiles: interview with jim gray,m winslett,0,0
1417,1417,conf/sigmod/HernandezS95,KJyo5lhO_vAJ,the merge/purge problem for large databases,"m hernï¿½ndez, s stolfo",1995,the merge/purge problem for large databases,s stolfo,1995,1
2102,2102,conf/sigmod/OlstonJW03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D974756%26type%3Dpdf%26dl%3DACM%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,adaptive filters for continuous queries over distributed data streams,"c olston, j jiang, j widom",2003,characterizing memory requirements for queries over continuous data streams,j widom,2004,0
5940,5940,journals/sigmod/BunemanLSTW94,lkreWUl_euYJ,comprehension syntax,"p buneman, l libkin, d suciu, v tannen, l wong",1994,comprehension syntax,"p buneman, l libkin, d suciu, v tannen, l wong",1994,1
2019,2019,conf/sigmod/MumickP94,3eSwRxf3-3sJ,implementation of magic-sets in a relational database system,"i mumick, h pirahesh",1994,implementation of data abstraction in the relational database system ingres,j ong,1984,0
6914,6914,journals/sigmod/Kim94,url:http://portal.acm.org/citation.cfm%3Fid%3D357775%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3DJ777%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520Transactions%2520on%2520Database%2520Systems%2520(TODS)%26CFID%3D11111111%26CFTOKEN%3D2222222,observations on the odmg-93 proposal,w kim,1994,source acm transactions on database systems (tods) archive,w kim,1993,0
9065,9065,journals/vldb/ChandrasekaranF03,b9r9U3OwrkcJ,psoup: a system for streaming queries over streaming data,"s chandrasekaran, m franklin",2003,psoup: a system for streaming queries over streaming data,"s chandrasekaran, mj franklin",2003,1
6517,6517,journals/sigmod/Franklin98b,iDBvvrHwj7YJ,editor's notes,m franklin,1998,"b. j onsson, and d. kossmann. performance tradeoffs for client-server query processing",m franklin,0,0
1466,1466,conf/sigmod/ImielinskiVB94,cffLplmoKH4J,energy efficient indexing on air,"t imielinski, s viswanathan, b badrinath",1994,energy efficient indexing on air,"t imielinski, s viswanathan, br badrinath",0,1
9555,9555,journals/vldb/YangW03,IJDg4R1pw6EJ,incremental computation and maintenance of temporal aggregates,"j yang, j widom",2003,"incremental computation and maintenance of temporal aggregates&quot;(full version), techreport","j yang, j widom",2000,1
9372,9372,journals/vldb/Navarro02,yzXbpCrvSq4J,searching in metric spaces by spatial approximation,g navarro,2002,approximate string matching by counting,g navarro,0,0
4635,4635,conf/vldb/NatsevCSLV01,lD7OgF3Xw6wJ,supporting incremental join queries on ranked inputs,"a natsev, y chang, j smith, c li, j vitter",2001,"and vitter, j. supporting incremental join queries on ranked inputs","a natsev, yc chang, j smith, cs li",2001,1
98,98,conf/sigmod/AbiteboulCM95,-cQmLk2JnawJ,a database interface for file updates,"s abiteboul, s cluet, t milo",1995,querying the le,"s abiteboul, s cluet, t milo",0,0
925,925,conf/sigmod/DoanDH01,ShOPf844dK4J,reconciling schemas of disparate data sources: a machine-learning approach,"a doan, p domingos, a halevy",2001,learning to match the schemas of data sources: a multistrategy approach,"ah doan, p domingos, a halevy",2003,0
590,590,conf/sigmod/Carey00,url:http://portal.acm.org/citation.cfm%3Fid%3D335476%26dl%3DACM%26coll%3Dportal%26CFID%3D11111111%26CFTOKEN%3D2222222,on xml and databases: where's the beef? (panel abstract),m carey,2000,of xml and databases (panel session): where's the beef?,"j widom, a bosworth, b lindsay, m stonebraker, d  ",2000,0
4542,4542,conf/vldb/Mohan02a,YJlUtEk7zwkJ,an efficient method for performing record deletions and updates using index scans,c mohan,2002,application servers and associated technologies,c mohan,0,0
3817,3817,conf/vldb/GoldmanSVG98,4qYPBQ1l07YJ,proximity search in databases,"r goldman, n shivakumar, s venkatasubramanian, h garcia-molina",1998,proximity search in databases,"g roy, s narayanan, v suresh, g hector",0,1
4042,4042,conf/vldb/IlyasAE03,Y385z1Dxp84J,supporting top-k join queries in relational databases,"i ilyas, w aref, a elmagarmid",2003,supporting top-k join queries in relational databases,"if ilyas, wg aref, ak elmagarmid",2004,1
2424,2424,conf/sigmod/ShuklaD00,kcrWfQEI9G8J,tutorial: ldap directory services - just another database application?,,2000,tutorial: ldap directory services - just another database application?,"s shukla, a deshpande",2000,1
7867,7867,journals/sigmod/Snodgrass94,VwZQmafqkE0J,overview of the special section on temporal database infrastructure,r snodgrass,1994,the temporal query language tquel,r snodgrass,1987,0
8355,8355,journals/tods/BaralisW00,Z0lLE6fJWsMJ,an algebraic approach to static analysis of active database rules,"e baralis, j widom",2000,better static rule analysis for active database systems,"e baralis, j widom",0,0
2857,2857,conf/vldb/AgrawalCN00,U8CMJBaJyX8J,automated selection of materialized views and indexes in sql databases,"s agrawal, s chaudhuri, v narasayya",2000,automated selection of materialized views and indexes in sql databases,"s agrawal, s chaudhuri, vr narasayya",2000,1
7667,7667,journals/sigmod/Segev94,url:http://doi.wiley.com/10.1002/ev.1658,editor's notes,a segev,1994,editor's notes,l sechrest,1993,0
8911,8911,journals/vldb/Atkinson00,CYJR7X2NtGMJ,guest editorial,,2000,guest editorial,h simon,1995,0
8791,8791,journals/tods/TariSS97,8UdB5vOY_r0J,object normal forms and dependency constraints for object-oriented schemata,"z tari, j stokes, s spaccapietra",1997,"object normal forms and dependency constraints for object-oriented schemata, acm tans","z tari, j stokes, s spaccapietra",0,1
4902,4902,conf/vldb/SakuraiYUK00,kCH4ZzrozMkJ,the a-tree: an index structure for high-dimensional spaces using relative approximation,"y sakurai, m yoshikawa, s uemura, h kojima",2000,the x-tree: an index structure for high-dimensional data [a],"b stefan, da keim, hp kriegel",1996,0
164,164,conf/sigmod/Adelberg98,lyTJMJmpo8IJ,nodose - a tool for semi-automatically extracting semi-structured data from text documents,b adelberg,1998,tool for semi-automatically extracting structured and semistructured data from text documents,"b adelberg, a nodose",0,1
8580,8580,journals/tods/Kim94,Cnzg5SgaiyMJ,charter and scope,w kim,1994,on optimization a sql-like nested query,w kim,0,0
3614,3614,conf/vldb/DillKMRST01,eZoS-yciSRsJ,self-similarity in the web,"s dill, r kumar, k mccurley, s rajagopalan, d sivakumar, a tomkins",2001,self-similarity in the web,"s dill, r kumar, ks mccurley, s rajagopalan, d  ",2002,1
3936,3936,conf/vldb/HalversonBKKRTVWND03,VYYKHi96iQkJ,mixed mode xml query processing,"a halverson, j burger, l galanis, a kini, r krishnamurthy, a rao, f tian, s viglas, y wang, j naughton, d dewitt",2003,efficient algorithms for processing xpath queries,"a halverson, j burger, l galanis, a kini, r  ",2003,0
2633,2633,conf/sigmod/WangPFY03,2W9Mp_ZnqRoJ,vist: a dynamic index method for querying xml data by tree structures,"h wang, s park, w fan, p yu",2003,mining concept-drifting data streams using ensemble classifiers,"h wang, w fan, ps yu, j han",2003,0
608,608,conf/sigmod/CareyMN97,u64n4yMnma4J,"object-relational database systems: principles, products, and challenges (tutorial)",,1997,"object-relational database systems: principles, products, and challenges (tutorial)","mj carey, nm mattos, a nori",0,1
453,453,conf/sigmod/BohrerBBCFHKKMNRRSUUW97,Htez7173OBUJ,infosleuth: semantic integration of information in open and dynamic environments (experience paper),"r jr., w bohrer, r brice, a cichocki, j fowler, a helal, v kashyap, t ksiezyk, g martin, m nodine, m rashid, m rusinkiewicz, r shea, c unnikrishnan, a unruh, d woelk",1997,infosleuth (1997) agent-based semantic integration of information in open and dynamic environments,r bayardoâ?¦,0,0
1545,1545,conf/sigmod/KatayamaS97,G-XP436aGVAJ,the sr-tree: an index structure for high-dimensional nearest neighbor queries,"n katayama, s satoh",1997,the sr-tree: an index structure forhigh-dimensionalnearest neighbor queries,"n katayama, s satoh",0,1
4737,4737,conf/vldb/PedersenJD99,a36_v9H699oJ,extending practical pre-aggregation in on-line analytical processing,"t pedersen, c jensen, c dyreson",1999,dce extending practical pre-aggregation in on-line analytical processing,"tb pedersen, cs jensen",0,1
8829,8829,journals/vldb/AbadiCCCCLSTZ03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1024702%26type%3Dpdf,aurora: a new model and architecture for data stream management,"d abadi, d carney, u ï¿½etintemel, m cherniack, c convey, s lee, m stonebraker, n tatbul, s zdonik",2003,"the genalg project: developing a new integrating data model, language, and tool for managing and  ","j hammer, m schneider",2004,0
1004,1004,conf/sigmod/FegarasM95,LSWVPfB8TC4J,towards an effective calculus for object query languages,"l fegaras, d maier",1995,towards an effective calculus for object query languages,"l fegaras, d maier",1995,1
2766,2766,conf/sigmod/ZhaoDNS98,MjGo7AhsPSsJ,simultaneous optimization and evaluation of multiple dimensional queries,"y zhao, p deshpande, j naughton, a shukla",1998,simultaneous optimization and evaluation ofmultiple dimensional queries,"y zhao, p deshpande, j naughton, a shukla",0,1
680,680,conf/sigmod/ChaudhuriD97,4zZ7Lxt4PPIJ,data warehousing and olap for decision support (tutorial),,1997,data warehousing and olap for decision support (tutorial),"s chaudhuri, u dayal",0,1
450,450,conf/sigmod/BohrerBBCFHKKMNRRSUUW97,7OyvdUHeptMJ,infosleuth: semantic integration of information in open and dynamic environments (experience paper),"r jr., w bohrer, r brice, a cichocki, j fowler, a helal, v kashyap, t ksiezyk, g martin, m nodine, m rashid, m rusinkiewicz, r shea, c unnikrishnan, a unruh, d woelk",1997,"dynamic service matchmaking among agents in open information environments, semantic interoperability ","k sycara, m klusch, j lu, s wido",0,0
4713,4713,conf/vldb/PapadiasT01,faqaX7J_Kl8J,mv3r-tree: a spatio-temporal access method for timestamp and interval queries,"y tao, d papadias",2001,spatial queries in dynamic environments,"y tao, d papadias",2003,0
2455,2455,conf/sigmod/SrikantA96,WSVs3nCRe8EJ,mining quantitative association rules in large relational tables,"r srikant, r agrawal",1996,"mining quantitative association rules in large relational tables, to appear in proc","r srikant, r agrawal",0,1
7638,7638,journals/sigmod/Roussopoulos98,qrfeEEm1pcQJ,materialized views and data warehouses,n roussopoulos,1998,an incremental access method for viewcache: concept,n roussopoulos,0,0
8100,8100,journals/sigmod/Widom95a,url:http://www.roc.noaa.gov/news/vol1is4.pdf,editor's notes,j widom,1995,editor's notes,nl smith,1981,0
6923,6923,journals/sigmod/Kim99,RETGb_jFnQIJ,"message from editor-in-chief, acm transactions on database systems",w kim,1999,on optimizing an sql-like nested query,w kim,1982,0
556,556,conf/sigmod/BunemanDHS96,AtUsoMh8rY4J,a query language and optimization techniques for unstructured data,"p buneman, s davidson, g hillebrand, d suciu",1996,a query language and optimization techniques for unstructured dataâ» in sigmod,"p buneman, s davidson, g hillebrand, d suciu",0,1
7538,7538,journals/sigmod/RiekertMW97,C-yzbvoAg00J,management of data and services in the environmental information system (uis) of baden-wï¿½rttemberg,"w riekert, r mayer-fï¿½ll, g wiest",1997,tutorial: state of the art in workflow management system research and products,c mohan,1996,0
476,476,conf/sigmod/BouguettayaBH99,--PsNHvlpbIJ,"world wide database - integrating the web, corba, and databases","a bouguettaya, b benatallah, l hendra, j beard, k smith, m ouzzani",1999,carnot and infosleuth: database technology and the world wide web,d woelk,1995,0
4077,4077,conf/vldb/JagadishLRSS94,Yiwh22hbTAcJ,dalï¿½: a high performance main memory storage manager,"h jagadish, d lieuwen, r rastogi, a silberschatz, s sudarshan",1994,dali: a high performance main memory storage manager,"hv jagadish, d lieuwen, r rastogi",1994,1
1113,1113,conf/sigmod/GarofalakisGR02,ImADir74KWIJ,querying and mining data streams: you only get one look a tutorial,,2002,"query and mining data streams: you only get one look, in â??vldbâ??02","m garofalakis, j gehrke, r rastogi",0,1
6051,6051,journals/sigmod/CiliaB02,Y1HVgTopekIJ,an active functionality service for e-business applications,"m cilia, a buchmann",2002,an active functionality service for e-business applications,"m cilia, ap buchmann",2002,1
3876,3876,conf/vldb/GravanoG95,zbJYyUhl2cIJ,generalizing gloss to vector-space databases and broker hierarchies,"l gravano, h garcia-molina",1995,"generalizing gloss to vector-space databases and broker hierarchies. technicalreport,  ","l gravano, h garcia-molina",1995,1
6986,6986,journals/sigmod/LabrinidisR00,3Ozte0ucNJAJ,generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl,"a labrinidis, n roussopoulos",2000,update propagation strategies for improving the quality of data on the web,"a labrinidis, n roussopoulos",2001,0
9034,9034,journals/vldb/C94c,-7PP3rSp1UcJ,"title, foreword, preface to the special issue on spatial database systems, index vol. 3",,1994,an introduction to spatial database systems. special issue on spatial database systems of the vldb  ,rh guting,1994,0
4536,4536,conf/vldb/Mohan02a,IGS3TtqfKUgJ,an efficient method for performing record deletions and updates using index scans,c mohan,2002,application servers: born-again tp monitors for the web?,c mohan,2001,0
1009,1009,conf/sigmod/FegarasSRM00,4_4Jg_EQ8EkJ,lambda-db: an odmg-based object-oriented dbms,"l fegaras, c srinivasan, a rajendran, d maier",2000,&amp;lgr;-db: an odmg-based object-oriented dbms,"l fegaras, c srinivasan, a rajendran, d maier",0,1
102,102,conf/sigmod/AbiteboulCM95,XTa-ElbpjZ8J,a database interface for file updates,"s abiteboul, s cluet, t milo",1995,a logical view of structured les,"s abiteboul, s cluet, t milo",0,0
1420,1420,conf/sigmod/Hidber99,HkBKH9ZUJEcJ,online association rule mining,c hidber,1999,"online association rule mining, sigmod 1999",c hidber,0,1
3208,3208,conf/vldb/BohannonLRSSS97,Vj1kbPjzSHwJ,logical and physical versioning in main memory databases,"r rastogi, s seshadri, p bohannon, d leinbaugh, a silberschatz, s sudarshan",1997,logical and physical versioning in main memory databases,"p bohannon, d leinbaugh, r rastogi, s seshadri, a  ",1997,1
1138,1138,conf/sigmod/GeorgeH97,M0W5X_JA5kcJ,secure transaction processing in firm real-time database systems,"b george, j haritsa",1997,secure buffering inâ® rm real-time database systems,"b george, j haritsa",0,0
436,436,conf/sigmod/BlakeleyP98,yotsUgKBK44J,microsoft universal data access platform,"j blakeley, m pizzo",1998,microsoft universal data access platform,"ja blakeley, mj pizzo",0,1
2267,2267,conf/sigmod/RodriguezR00,gi7N9eQiTx4J,mocha: a self-extensible database middleware system for distributed data sources,"m rodriguez-martinez, n roussopoulos",2000,mocha: a self-extensible middleware system for distributed data sources,"m rodrä±guez-martä±nez, n roussopoulos",0,1
4993,4993,conf/vldb/SavasereON95,hLrdara3zskJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,an effective hash-based algorithm for mining association rules,"js park, ps yu",0,0
2292,2292,conf/sigmod/RoySSB00,OV6n7LhOe_cJ,efficient and extensible algorithms for multi query optimization,"p roy, s seshadri, s sudarshan, s bhobe",2000,efficient and extensible algorithms for multi query optimization,"d quass, a gupta, i mumick, j widom",0,1
5468,5468,conf/vldb/WuYCT95,7C1w4dd8VyUJ,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu, p yu, j chung, j teng",1995,effects of locking granularity in a database management system,"dr ries, m stonebraker",1977,0
3422,3422,conf/vldb/ChaudhuriS94,bd-Lu1jeg-AJ,including group-by in query optimization,"s chaudhuri, k shim",1994,including group-by in query optimization,"s chaudhari, k shim",1994,1
9061,9061,journals/vldb/ChanFGR02,ZFI7XBuonJAJ,efficient filtering of xml documents with xpath expressions,"c chan, p felber, m garofalakis, r rastogi",2002,tree pattern aggregation for scalable xml data dissemination,"cy chan, w fan, p felber, mn garofalakis, r  ",2002,0
8012,8012,journals/sigmod/VassiliadisS99,eGARASwVBrUJ,a survey of logical models for olap databases,"p vassiliadis, t sellis",1999,a survey of logical models for olap databases,"p vassiliadis, tk sellis",1999,1
7421,7421,journals/sigmod/PourabbasR00,QyNfyYDySawJ,hierarchies and relative operators in the olap environment,"e pourabbas, m rafanelli",2000,a pictorial query language for querying geographic databases using positional and olap operators,"e pourabbas, m rafanelli",2002,0
3063,3063,conf/vldb/BalminPP00,FoAVdcYe0tsJ,hypothetical queries in an olap environment,"a balmin, t papadimitriou, y papakonstantinou",2000,hypothetical queries in an olap environment,"a balmin, t papadimitriou, y papakonstantinou",2000,1
8512,8512,journals/tods/FukudaMMT01,ZGYtJqgVD2cJ,data mining with optimized two-dimensional association rules,"t fukuda, y morimoto, s morishita, t tokuyama",2001,theory of communication,"t fukuda, y morimoto, s morishita, t tokuyama",0,0
7640,7640,journals/sigmod/Roussopoulos98,url:http://portal.acm.org/citation.cfm%3Fid%3D16857,materialized views and data warehouses,n roussopoulos,1998,engineering information systems (panel session): builders and designers perspective,n roussopoulos,1986,0
3378,3378,conf/vldb/ChandrasekaranF02,nqosSM46lCkJ,streaming queries over streaming data,"s chandrasekaran, m franklin",2002,streaming queries over streaming data,"s chandrasekaran, mj franklin",2002,1
3458,3458,conf/vldb/CherniackFZ01,49EWG8vzsXUJ,data management for pervasive computing,"m cherniack, m franklin, s zdonik",2001,data management for pervasive computing,"m cherniack, mj franklin, sb zdonik",2001,1
122,122,conf/sigmod/AcharyaFZ97,QCAu6wPhnAAJ,balancing push and pull for data broadcast,"s acharya, m franklin, s zdonik",1997,balancing push and pull for data broadcast,"a swarup, m franklin, s zdonik",0,1
1674,1674,conf/sigmod/LabrinidisR00,rKbwxobcJZYJ,webview materialization,"a labrinidis, n roussopoulos",2000,exploring the tradeoff between performance and data freshness in database-driven web servers,"a labrinidis, n roussopoulos",2004,0
3826,3826,conf/vldb/GoldmanW97,_lvdMphdfvEJ,dataguides: enabling query formulation and optimization in semistructured databases,"r goldman, j widom",1997,dataguides enabling query formulationandoptimizationinsemistructureddatabases,"r goldman, j widom",0,1
3216,3216,conf/vldb/BonczMK99,bPCHuDzkKY4J,database architecture optimized for the new bottleneck: memory access,"p boncz, s manegold, m kersten",1999,optimizing database architecture for the new bottleneck: memory access (extended paper published for ,"p boncz, s manegold, m kersten",0,0
1904,1904,conf/sigmod/Mohan01,XppwYYxOpksJ,application servers: born-again tp monitors for the web? (panel abstract),c mohan,2001,a database perspective on lotus domino/notes,c mohan,1999,0
9122,9122,journals/vldb/EvangelidisS97,-953Ij-RwjcJ,"the hb-pi-tree: a multi-attribute index supporting concurrency, recovery and node consolidation","g evangelidis, d lomet, b salzberg",1997,the hb (pi)-tree: a concurrent and recoverable multi-attribute access method,"g evangelidis, d lomet, b salzberg",0,0
