,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
6193,6193,journals/sigmod/DrewHKKLLLSW95,9fcJjh5vHn8J,data and knowledge base research at hong kong university of science and technology,"p drew, b hamidzadeh, k karlapalem, a kean, d lee, q li, f lochovsky, c shum, b wï¿½thrich",1995,data and knowledge base research at hong kong university of science and technology,"p drew, b hamidzadeh, k karlapalem, acy kean, dl  ",1995,1
2086,2086,conf/sigmod/ONeilQ97,rN34VXyq84YJ,improved query performance with variant indexes,"p o'neil, d quass",1997,improved query performance with variant indexes,"eon patrick, d quass",0,1
4994,4994,conf/vldb/SavasereON95,iSkco-aumngJ,an efficient algorithm for mining association rules in large databases,"a savasere, e omiecinski, s navathe",1995,"r. and shim, k. 1998. cure: an efficient clustering algorithm for large databases","s guha, r rastogi",0,0
7875,7875,journals/sigmod/Snodgrass98a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290599%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,reminiscences on influential papers,,1998,reminiscences on influential papers,hgm stanlbrd,1998,0
5767,5767,journals/sigmod/AbiteboulH95,uJcu45Ru094J,"\response to \""\""a close look at the ifo data model\""\""\""""","s abiteboul, r hull",1995,ifo: a formal semantic model,"s abiteboul, r hull",0,0
6234,6234,journals/sigmod/EisenbergM02,GKUflKzgAVEJ,sql/xml is making good progress,"a eisenberg, j melton",2002,sql/xml and the sqlx informal group of companies,"a eisenberg, j melton",2001,0
7853,7853,journals/sigmod/Snodgrass03c,ReOfuE1ytx4J,developments at acm tods,r snodgrass,2003,cmm and tods,r snodgrass,2005,0
3944,3944,conf/vldb/HanF95,6FK4jyanxq4J,discovery of multiple-level association rules from large databases,"j han, y fu",1995,fu. discovery of multiple-level association rules from large databases,j han andy,0,1
6441,6441,journals/sigmod/Franklin97a,iDBvvrHwj7YJ,editor's notes,m franklin,1997,"b. j onsson, and d. kossmann. performance tradeoffs for client-server query processing",m franklin,0,0
1237,1237,conf/sigmod/GrayHOS96,Mopy3Yg3i60J,the dangers of replication and a solution,"j gray, p helland, p o'neil, d shasha",1996,the danger of replication and a solution,"j gary, p helland, po'neil, d shasha",0,1
2037,2037,conf/sigmod/NatsevRS99,Y3nejQSVKnUJ,walrus: a similarity retrieval algorithm for image databases,"a natsev, r rastogi, k shim",1999,walrus: a similarity retrieval algorithm for image databases,"n apostol, r rajeev, s kyuseok",0,1
5703,5703,journals/sigmod/Aberer03a,wlSdeqz9ub4J,"report on the first international conference on ontologies, databases and applications of semantics",,2003,"report of the third banff conference on allograft pathology (july 20-24, 1995) on classification and ","k solez, h benediktsson, t cavallo, b croker, aj  ",1996,0
7984,7984,journals/sigmod/TaninBS96,4sRgCLIWKncJ,incremental data structures and algorithms for dynamic query interfaces,"e tanin, r beigel, b shneiderman",1996,incremental data structures and algorithms for dynamic query interfaces,etrbb shneiderman,1996,1
7962,7962,journals/sigmod/SycaraKWL99,-IaXJNRxKVEJ,dynamic service matchmaking among agents in open information environments,"k sycara, m klusch, s widoff, j lu",1999,dynamic service matchmaking among agents in open environments,"k sycara, m klusch, s widoff, j lu",0,1
8140,8140,journals/sigmod/Widom96a,p0QHT_9_NSkJ,editor's notes,j widom,1996,editor's notes,"dj rog, d fournier",0,0
6804,6804,journals/sigmod/HuangKL02,nCOno-vA4PcJ,a study on the management of semantic transaction for efficient data retrieval,"s huang, i kwan, c li",2002,report on florida focus groups: a study to determine the preference of consumers and surrogates for  ,lb zacharius,0,0
9134,9134,journals/vldb/FernandezFLS00,LJKpMU1tIlcJ,declarative specification of web sites with strudel,"m fernandez, d florescu, a levy, d suciu",2000,a query language and processor for a web-site management system,"m fernandez, d florescu, a levy, d suciu",0,0
6535,6535,journals/sigmod/Franklin99,fNVk1Vq2txEJ,editor's notes,m franklin,1999,the multiscalar architecture,m franklin,1993,0
6794,6794,journals/sigmod/Hoffner03,url:http://portal.acm.org/citation.cfm%3Fid%3D776985.776995%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,fundamentals of data warehouses: 2nd revised and extended edition,v hoffner,2003,fundamentals of data warehouses: 2 ndrevised and extended edition,v hoffner,2003,1
8713,8713,journals/tods/SistlaWYS98,4owPoyytTP4J,towards a theory of cost management for digital libraries and electronic commerce,"a sistla, o wolfson, y yesha, r sloan",1998,towards a theory of cost management for digital libraries and electronic commerce,"ap sistla, o wolfson, y yesha, rh sloan",1998,1
6695,6695,journals/sigmod/Hainaut03,url:http://portal.acm.org/citation.cfm%3Fid%3D984505.984507%26dl%3DACM%26dl%3DACM%26idx%3D984505%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,research in database engineering at the university of namur,j hainaut,2003,database research activities at the university of wisconsin,"h boral, dj dewitt, rh katz, a klug",1982,0
2265,2265,conf/sigmod/RodriguezR00,dVDzCb6fuJ0J,mocha: a self-extensible database middleware system for distributed data sources,"m rodriguez-martinez, n roussopoulos",2000,mocha: a self-extensible middleware system for distributed data sources,"m rodriguez-martinez, n roussopoulos",0,1
587,587,conf/sigmod/CandanLLHA01,efYVCK07AwMJ,enabling dynamic content caching for database-driven web sites,"k candan, w li, q luo, w hsiung, d agrawal",2001,enabling dynamic content caching for database-driven web sites,"ks candan, ws li, q luo, wp hsiung, d agrawal",2001,1
215,215,conf/sigmod/AgrawalCD02,iABZEL2Zoz8J,dbxplorer: enabling keyword search over relational databases,"s agrawal, s chaudhuri, g das",2002,dbxplorer: enabling keyword search over relational databases,"s agrawal, s chaudhuri, g das",2002,1
3617,3617,conf/vldb/DittrichSTW02,egCgEjikCgAJ,progressive merge join: a generic and non-blocking sort-based join algorithm,"j dittrich, b seeger, d taylor, p widmayer",2002,progressive merge join: a generic and non-blocking sort-based join algorithm,"jp dittrich, b seeger, ds taylor, p widmayer",2002,1
2079,2079,conf/sigmod/ONeilQ97,359PjJkfNhQJ,improved query performance with variant indexes,"p o'neil, d quass",1997,"improved query performance with variant indexes, acm sigmod intl","p ã?neill, d quass",0,1
6851,6851,journals/sigmod/JensenCEGHJ94,ebvQpXWJZt0J,a consensus glossary of temporal database concepts,"c jensen, j clifford, r elmasri, s gadia, p hayes, s jajodia",1994,the consensus glossary of temporal database concepts,s christian,0,1
1152,1152,conf/sigmod/GibbonsM98,x4HkJDEYFmYJ,new sampling-based summary statistics for improving approximate query answers,"p gibbons, y matias",1998,new sampling-based summary statistics for improving approximate query processing,"pb gibbons, y matias",0,1
3377,3377,conf/vldb/ChandrasekaranF02,Yu4Tvuy_WiAJ,streaming queries over streaming data,"s chandrasekaran, m franklin",2002,streaming queries over streaming data,"m franklin, s chandrasekaran",0,1
975,975,conf/sigmod/Epstein95,ypIwIw0dXTEJ,keynote address,,1995,keynote address,t bailey,0,0
1463,1463,conf/sigmod/ImielinskiVB94,HVGEzXN1MVYJ,energy efficient indexing on air,"t imielinski, s viswanathan, b badrinath",1994,power efficient filtering of data on air,"t imielinski, s viswanathan, br badrinath",1994,0
1907,1907,conf/sigmod/Mohan01,bfLZp1c7E1cJ,application servers: born-again tp monitors for the web? (panel abstract),c mohan,2001,"workflow management systems: state of the art on research and products, tutorial notes",c mohan,0,0
4073,4073,conf/vldb/JagadishKMPSS98,0TmcLmakam0J,optimal histograms with quality guarantees,"h jagadish, n koudas, s muthukrishnan, v poosala, k sevcik, t suel",1998,optimal histograms with quality guarantees,"s muthukrishnan, v poosala, t suel",0,1
5122,5122,conf/vldb/ShaferAM96,pRMh6pGr-XUJ,sprint: a scalable parallel classifier for data mining,"j shafer, r agrawal, m mehta",1996,a scalable parallel classier for data mining,"j shafer, r agrawal, m mehta",0,1
2517,2517,conf/sigmod/Stonebraker98,url:http://portal.acm.org/citation.cfm%3Fid%3D141484%26dl%3DGUIDE%26dl%3DACM%26type%3Dissue%26idx%3D141484%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,are we working on the right problems? (panel),m stonebraker,1998,source acm sigmod record archive,m stonebraker,1992,0
9214,9214,journals/vldb/Han98,ehSjmvsHTmMJ,"optimizing relational queries in connection hypergraphs: nested queries, views, and binding propagations",j han,1998,olap mining: integration of olap with data mining,j han,0,0
5494,5494,conf/vldb/XinHLW03,v0rD-1nzJmYJ,star-cubing: computing iceberg cubes by top-down and bottom-up integration,"d xin, j han, x li, b wah",2003,star-cubing: computing iceberg cubes by top-down and bottom-up integration,"d xin, j han, x li, bw wah",2003,1
7548,7548,journals/sigmod/RiekertMW97,TAJp2SkfmFgJ,management of data and services in the environmental information system (uis) of baden-wï¿½rttemberg,"w riekert, r mayer-fï¿½ll, g wiest",1997,statistics of environmental expenditure in industry and services and the state sector: the greek  ,"ms skourtos, p stefanou",0,0
8910,8910,journals/vldb/Atkinson00,347oyb_b7DAJ,guest editorial,,2000,guest editorial,"f casati, mc shan, d georgakopoulos",2001,0
4874,4874,conf/vldb/RysNS96,utXIhTZ-0o8J,intra-transaction parallelism in the mapping of an object model to a relational multi-processor system,"m rys, m norrie, h schek",1996,"the representation of a temporal data model in the relational environment, 4th int","a segev, a shoshani",0,0
2685,2685,conf/sigmod/WynblattN01,PVUtZWBcxlAJ,the network is the database: data management for highly distributed systems,"j navas, m wynblatt",2001,the network is the database: data management for highly distributed systems,"jc navas, m wynblatt",2001,1
4448,4448,conf/vldb/MehtaD95,xkvXoYlg2-cJ,managing intra-operator parallelism in parallel database systems,"m mehta, d dewitt",1995,managing intra-operator parallelism in parallel database systems,m mehta,1995,1
3066,3066,conf/vldb/BamfordBKM98,rfuptELfgLkJ,architecture of oracle parallel server,"r bamford, d butler, b klots, n macnaughton",1998,architecture of oracle parallel server,"r bamford, d butler, b klots, n macnaughton",1998,1
1082,1082,conf/sigmod/FukudaMMT96a,Bcuo4_yr2p0J,sonar: system for optimized numeric associationrules,"t fukuda, y morimoto, s morishita, t tokuyama",1996,"data mining using two-dimensional optimized association rules: scheme, algorithms, and visualization","t fukuda, y morimoto, s morishita, t tokuyama",1996,0
9511,9511,journals/vldb/ShyyASL96,J2aBcMPRAIMJ,the design and implementation of k: a high-level knowledge-base programming language of osam*.kbms,"y shyy, j arroyo, s su, h lam",1996,distribution issues in the design and implementation of a virtual market place,"h yigal, f christian",0,0
4741,4741,conf/vldb/PereiraFJLS01,8lBDhvljrAEJ,webfilter: a high-throughput xml-based publish and subscribe system,"j pereira, f fabret, h jacobsen, f llirbat, d shasha",2001,filtering algorithms and implementation for very fast publish/subscribe systems,"f fabret, ha jacobsen, f llirbat, j pereira, ka  ",2001,0
2188,2188,conf/sigmod/PoosalaIHS96,4eUqHKdkGNoJ,improved histograms for selectivity estimation of range predicates,"v poosala, y ioannidis, p haas, e shekita",1996,"ye loannidis, pj haas, and ej shekita. improved histograms for selectivity estimation of range  ",v poosala,0,1
6285,6285,journals/sigmod/EnglertGH95,WYE9fKutj70J,parallelism and its price: a case study of nonstop sql/mp,"s englert, r glasstone, w hasan",1995,parallelism and its price: a case study of nonstop sql/mp. 1995,"s englert, r glasstone, w hasan",0,1
5525,5525,conf/vldb/YiF00,1XJk5BWEVe8J,fast time sequence indexing for arbitrary lp norms,"b yi, c faloutsos",2000,"k., &amp; faloutsos, c.(2000). fast time sequence indexing for arbitrary lp norms",b yi,0,1
4130,4130,conf/vldb/KeimH99,5bjtbk4ZdZIJ,optimal grid-clustering: towards breaking the curse of dimensionality in high-dimensional clustering,"a hinneburg, d keim",1999,andh.-p. kriegel. the pyramid technique: towards breaking the curse of dimensionality,"s berchtold, c bohm",0,0
1008,1008,conf/sigmod/FegarasM95,ykGQlI-IaJkJ,towards an effective calculus for object query languages,"l fegaras, d maier",1995,toward an effective calculus for object query processing,"l fegaras, d maier",0,1
4402,4402,conf/vldb/ManolescuFKXO00,t19PsyGam1EJ,agora: living with xml and relational,"i manolescu, d florescu, d kossmann, f xhumari, d olteanu",2000,agora: living with xml and relational,d florescu,0,1
217,217,conf/sigmod/AgrawalCFGHIIMMSS94,bXnzC8MN_joJ,quest: a project on database mining,"r agrawal, m carey, c faloutsos, s ghosh, m houtsma, t imielinski, b iyer, a mahboob, h miranda, r srikant, a swami",1994,quest: a project on database mining,r agrawal,0,1
969,969,conf/sigmod/Epstein95,ESge0RjQQ40J,keynote address,,1995,keynote address,p brown,0,0
1338,1338,conf/sigmod/Han96,GeMycbLXZUkJ,data mining techniques,j han,1996,fuy (1995) discovery of multiple-level association rules from large databases,j han,0,0
1354,1354,conf/sigmod/HanKK97,8CFi8dolAk0J,scalable parallel data mining for association rules,"e han, g karypis, v kumar",1997,efficient parallel data mining for association rules,"js park, ms chen, ps yuâ?¦",0,0
4906,4906,conf/vldb/SakuraiYUK00,vmxFQL7lhKoJ,the a-tree: an index structure for high-dimensional spaces using relative approximation,"y sakurai, m yoshikawa, s uemura, h kojima",2000,the tv-tree: an index structure for high-dimensional data,"ki lin, hv jagadish, c faloutsos",1994,0
6456,6456,journals/sigmod/Franklin97b,_SsvlmhsusEJ,editor's notes,m franklin,1997,editor's notes,ja neff,0,0
5753,5753,journals/sigmod/Abiteboul99,13NBtnaNfIEJ,on views and xml,s abiteboul,1999,onviews andxml,s abiteboul,0,1
4358,4358,conf/vldb/LockemannKKKN97,mFJzfuwL1jcJ,"the network as a global database: challenges of interoperability, proactivity, interactiveness, legacy","p lockemann, u kï¿½lsch, a koschel, r kramer, r nikolai, m wallrath, h walter",1997,"the network as a global database: challenges of interoperability, proactivity, interactiveness,  ","pc lockemann, a koschel, r kramer, r nikolai, m  ",1997,1
5543,5543,conf/vldb/ZemankovaI94,tY2aRisx_7wJ,scientific databases - state of the art and future directions,"m zemankova, y ioannidis",1994,security of shared data in large systems: state of the art and research directions,"a rosenthal, m winslett",2004,0
1252,1252,conf/sigmod/GreenwaldK01,2u0CxnsZaT4J,space-efficient online computation of quantile summaries,"m greenwald, s khanna",2001,power-conserving computation of order-statistics over sensor networks,"m greenwald, s khanna",0,0
6928,6928,journals/sigmod/Kim99,url:http://portal.acm.org/citation.cfm%3Fid%3D202106.569784%26coll%3Dportal%26dl%3DACM%26idx%3DJ777%26part%3Dtransaction%26WantType%3Dtransaction%26title%3DACM%2520Transactions%2520on%2520Database%2520Systems%2520(TODS)%26CFID%3D11111111%26CFTOKEN%3D2222222,"message from editor-in-chief, acm transactions on database systems",w kim,1999,editorial: charter and scope,w kim,1995,0
2446,2446,conf/sigmod/SrikantA96,9t4Mce85HT4J,mining quantitative association rules in large relational tables,"r srikant, r agrawal",1996,mining quantitative association rules,"r srikant, r agrawal",0,1
9075,9075,journals/vldb/ChuaCL03,MY0lTfhxnr4J,instance-based attribute identification in database integration,"c cecil, r chiang, e lim",2003,instance-based attribute identification in database integration,"ceh chua, rhl chiang, ep lim",2003,1
3052,3052,conf/vldb/AshwinGG02,YiJojduGXXkJ,adaptable similarity search using non-relevant information,"t ashwin, r gupta, s ghosal",2002,adaptable similarity search using non-relevant information,"tv ashwin, r gupta, s ghosal",2002,1
8483,8483,journals/tods/DeyS96,uZVc1wSi3y4J,a probabilistic relational model and algebra,"d dey, s sarkar",1996,a probabilistic relational model and algebra,"d dey, s sarkar",1996,1
2329,2329,conf/sigmod/Sarawagi00,-cYYeoF2GwMJ,"i3: intelligent, interactive investigaton of olap data cubes","s sarawagi, g sathe",2000,"i 3: intelligent, interactive investigation of olap cubes","s sarawagi, g sathe",0,1
4216,4216,conf/vldb/KraissW97,yabWSyqur-8J,vertical data migration in large near-line document archives based on markov-chain predictions,"a kraiss, g weikum",1997,integrated document caching and prefetching in storage hierarchies based on markov-chain predictions ,"a kraiss, g weikum",0,0
3877,3877,conf/vldb/GravanoG97,4HVB6aRvsk8J,merging ranks from heterogeneous internet sources,"l gravano, h garcia-molina",1997,generalizing gloss to vector-space databases and broker hierarchies,"l gravano, h garcia-molina",1995,0
5634,5634,journals/sigmod/Aberer02a,_hb7jvkdltcJ,book review column,k aberer,2002,special topic section on peer to peer data management,k aberer,0,0
157,157,conf/sigmod/AdaliSS99,c2dH5RxNj6kJ,a multimedia presentation algebra,"s adali, m sapino, v subrahmanian",1999,a multimedia presentation algebra,"s adalä±, ml sapino, vs subrahmanian",1999,1
3089,3089,conf/vldb/BassiliadesV95,B1kJzsffXEwJ,a non-uniform data fragmentation strategy for parallel main-menory database systems,"n bassiliades, i vlahavas",1995,"1. p. vlahavas, a non-uniform data fragmentation strategy for parallel main-menory database systems",n bassiliades,0,1
2798,2798,conf/vldb/AbiteboulABBNM03,TD1X4Bo-eYsJ,schema-driven customization of web services,"s abiteboul, b amann, j baumgarten, o benjelloun, f ngoc, t milo",2003,schema-driven customization of web services,"s abiteboul, b amann, j baumgarten, o benjelloun,  ",2003,1
2496,2496,conf/sigmod/Stonebraker98,0G3TECvMM6IJ,are we working on the right problems? (panel),m stonebraker,1998,"rowe, database portals-a new application program interface",m stonebraker,0,0
2165,2165,conf/sigmod/ParkCY95,rmfK2zWkuagJ,an effective hash based algorithm for mining association rules,"j park, m chen, p yu",1995,an efficient algorithm for mining association rules in large databases,"ase omiecinski, s navathe",0,0
829,829,conf/sigmod/CookKWZ96,IXlqb3DCVDgJ,"semi-automatic, self-adaptive control of garbage collection rates in object databases","j cook, a klauser, a wolf, b zorn",1996,effectively controlling garbage collection rates in object databases,"j cook, a klauser, a wolf, b zorn",0,0
4793,4793,conf/vldb/RamakrishnanGRSWZ95,url:http://portal.acm.org/citation.cfm%3Fid%3D645921.756661,scientific journals: extinction or explosion? (panel),"r ramakrishnan, h garcia-molina, g rossbach, a silberschatz, g wiederhold, j zijlstra",1995,scientific journals: extinction or explosion?(panel),"r ramakrishnan, h garcia-molina, g rossbach, a  ",1995,1
7981,7981,journals/sigmod/TanakaV01,sQu8znidi50J,the ecobase project: database and web technologies for environmental information systems,"a tanaka, p valduriez",2001,ecobaseâ??database and web technologies for environmental information systems,"ak tanaka, p valduriez",1999,1
5920,5920,journals/sigmod/BonifatiC00,RR-e0fkaniQJ,comparative analysis of five xml query languages,"a bonifati, s ceri",2000,comparative analysis of five xml query languages.,acms anthology,2000,1
2571,2571,conf/sigmod/TheobaldW02,8YMbNjpnb_wJ,the xxl search engine: ranked retrieval of xml data using indexes and ontologies,"a theobald, g weikum",2002,adding relevance to xml.,"a theobald, g weikum",2000,0
2665,2665,conf/sigmod/WhiteD95,6SBwemr2zscJ,implementing crash recovery in quickstore: a performance study,"s white, d dewitt",1995,implementing crash recovery in quickstore: a performance study,", dj dewitt",1995,1
5458,5458,conf/vldb/WiesnerK01,UrDwK2S7QVwJ,hyperqueries: dynamic distributed query processing on the internet,"a kemper, c wiesner",2001,hyperqueries: dynamic distributed query processing on the internet,"a kemper, c wiesner",2001,1
8843,8843,journals/vldb/AbbadiSW01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D765219%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,guest editorial,,2001,guest editorial,"jr gruser, l raschid, v zadorozhny",2000,0
4121,4121,conf/vldb/KamelF94,qRwv4dpYzBUJ,hilbert r-tree: an improved r-tree using fractals,"i kamel, c faloutsos",1994,1992 . parallel r-trees,"i kamel, c faloutsos",0,0
1646,1646,conf/sigmod/KoudasS97,Z3hu6UPm8eQJ,size separation spatial join,"n koudas, k sevcik",1997,"size separation spatial join, acm sigmod intl","n koudas, k sevcik",0,1
3541,3541,conf/vldb/CormodeKMS03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1065211%26type%3Dpdf,finding hierarchical heavy hitters in data streams,"g cormode, f korn, s muthukrishnan, d srivastava",2003,space complexity of hierarchical heavy hitters in multi-dimensional data streams,"j hershberger, n shrivastava, s suri, cd toth",0,0
8184,8184,journals/sigmod/Winslett01a,KBwBF58IqJgJ,"gio wiederhold speaks out on moving into academia in mid-career, how to be an effective consultant, why you should be a program manager as a funding agency, the need for ontology algebra and simulations, and more",,2001,how to identify and estimate the top largest traffic matrix elements in a changing environment,"a soule, a nucci, e leonardi, r cruz, n taft",0,0
9245,9245,journals/vldb/JagadishACLNPPSWWY02,zaDlTkyGASQJ,timber: a native xml database,"h jagadish, s al-khalifa, a chapman, l lakshmanan, a nierman, s paparizos, j patel, d srivastava, n wiwatwattana, y wu, c yu",2002,timber: a native xml database,"hv jagadish, s al-khalifa, a chapman, lvs  ",2002,1
2519,2519,conf/sigmod/Stonebraker98,url:http://portal.acm.org/citation.cfm%3Fid%3D582192,are we working on the right problems? (panel),m stonebraker,1998,source international conference on management of data archive,m stonebraker,1992,0
7626,7626,journals/sigmod/RossKMV02,tOa0zXK5Ba4J,reminiscences on influential papers,,2002,reminiscences on influential papers,ka ross,2002,0
8899,8899,journals/vldb/ApersCS02,url:http://www.springerlink.com/index/L4H4H12200406465.pdf,editorial,,2002,editorial,p smyth,2003,0
1630,1630,conf/sigmod/KotidisR98,CpHJwU8o-BkJ,an alternative storage organization for rolap aggregate views based on cubetrees,"y kotidis, n roussopoulos",1998,an alternative storage organization for rolap aggregate views based on cubetrees,"y kotidis, n roussopoulos",1998,1
289,289,conf/sigmod/AnkerstBKS99,hEemQ37_mPcJ,optics: ordering points to identify the clustering structure,"m ankerst, m breunig, h kriegel, j sander",1999,"m., kriegel, h.-p. and sander, j., 1999, optics: ordering points to identify the clustering  ","m ankerst, m breunig",0,1
717,717,conf/sigmod/ChaudhuriN98,eHM4OCdJA9YJ,autoadmin 'what-if' index analysis utility,"s chaudhuri, v narasayya",1998,autoadmin â??whatifâ?? index analysis utility,"s chaudhuri, v narasayya",0,1
2895,2895,conf/vldb/AgrawalS94,CKm9XhI_8k4J,fast algorithms for mining association rules in large databases,"r agrawal, r srikant",1994,srikant. fast algorithms for mining association rules,r agrawal andr,0,1
7152,7152,journals/sigmod/Liu02c,p0QHT_9_NSkJ,editor's notes,l liu,2002,editor's notes,"dj rog, d fournier",0,0
100,100,conf/sigmod/AbiteboulCM95,DakOA4Ew-poJ,a database interface for file updates,"s abiteboul, s cluet, t milo",1995,a database interface for files update. to appear:,"s abiteboul, s cluet, t milo",0,1
405,405,conf/sigmod/BergstraesserBPS99,JcHiZlbsts0J,versions and workspaces in microsoft repository,"t bergstraesser, p bernstein, s pal, d shutt",1999,context-based prefetch for implementing objects on relations,"pa bernstein, s pal, d shutt",1999,0
770,770,conf/sigmod/ChoG00,9MI4jOOqkn4J,synchronizing a database to improve freshness,"j cho, h garcia-molina",2000,the evolution of the web and implications for an incremental crawler,"j cho, h garcia-molina",2000,0
7230,7230,journals/sigmod/LometBCLN98,CBKhTPuUL2kJ,the microsoft database research group,"d lomet, r barga, s chaudhuri, p larson, v narasayya",1998,random sampling for histogram construction: how much is enough?,"r motwani, s chaudhuri, v narasayya",1998,0
338,338,conf/sigmod/BabcockBDM03,a2wqpKma5J4J,chain : operator scheduling for memory minimization in data stream systems,"b babcock, s babu, m datar, r motwani",2003,chain : operator scheduling for memory minimization in data stream systems,"b babcock, s babu, m datar, r motwani",2003,1
9283,9283,journals/vldb/KrivokapicKG99,h7_vmoCZRbIJ,deadlock detection in distributed database systems: a new algorithm and a comparative performance analysis,"n krivokapic, a kemper, e gudes",1999,a database cache for high performance and fast restart in database systems,"k elhardt, r bayer",1984,0
505,505,conf/sigmod/BrinMS97,41B5NuefLPsJ,beyond market baskets: generalizing association rules to correlations,"s brin, r motwani, c silverstein",1997,beyond market basket: generaliing association rules to correlations,"s brin, r motwani, c silverstein",0,1
363,363,conf/sigmod/BargaL99,QTzV3iNq2O8J,phoenix: making applications robust,"r barga, d lomet",1999,phoenix project: fault-tolerant applications,"r barga, d lomet",2002,0
7273,7273,journals/sigmod/McHughAGQW97,zISF-4KuUw4J,lore: a database management system for semistructured data,"j mchugh, s abiteboul, r goldman, d quass, j widom",1997,lore: a db management system for semistructured data,"j mchugh, s abiteboul, r goldman, d quass, j widom",0,1
3887,3887,conf/vldb/GrovlenHT98,xjVz8hIW-8sJ,low-cost compensation-based query processing,"ï¿½ grï¿½vlen, s hvasshovd, ï¿½ torbjï¿½rnsen",1998,low-cost compensation-based query processing,", so hvasshovd",1998,1
5226,5226,conf/vldb/SrikantA95,OUdGxoZdSxAJ,mining generalized association rules,"r srikant, r agrawal",1995,mining generalized association rules,"r agrawal, r srikant",0,1
1975,1975,conf/sigmod/Mohan99,C-yzbvoAg00J,a database perspective on lotus domino/notes,c mohan,1999,tutorial: state of the art in workflow management system research and products,c mohan,1996,0
1336,1336,conf/sigmod/Han96,7e_EwULfgusJ,data mining techniques,j han,1996,data mining for web intelligence,j han,0,0
6879,6879,journals/sigmod/KannanKIK03,h_tDfTvsR0QJ,energy and rate based mac protocol for wireless sensor networks,"r kannan, r kalidindi, s iyengar, v kumar",2003,energy and rate based mac protocol for wireless sensor networks,"r kannan, s iyengar, v kumar",2003,1
5509,5509,conf/vldb/YanL95,VwsS71_KQX8J,eager aggregation and lazy aggregation,"w yan, p larson",1995,eager aggregation and lazy aggregation,"wp yan, pa larson",1995,1
1090,1090,conf/sigmod/FukudaMMT96a,k6ukzru4nX8J,sonar: system for optimized numeric associationrules,"t fukuda, y morimoto, s morishita, t tokuyama",1996,data mining with optimized two-dimensional association rules,"t fukuda, y morimoto, s morishita, t tokuyama",2001,0
6837,6837,journals/sigmod/Jannink95,22yR9rN5xuQJ,implementing deletion in b+-trees,j jannink,1995,implementing deletion in b+-trees,j jannink,1995,1
5317,5317,conf/vldb/SundaraHCAS01,nUFhC9syaNsJ,developing an indexing scheme for xml document collection using the oracle8i extensibility framework,"s sundara, y hu, t chorma, n agarwal, j srinivasan",2001,developing an indexing scheme for xml document collections using the oracle8i extensibility  ,"s sundara, y hu, t chorma",2001,1
847,847,conf/sigmod/CrescenziMM02,pI0WktymowwJ,roadrunner: automatic data extraction from data-intensive web sites,"v crescenzi, g mecca, p merialdo",2002,roadrunner: automatic data extraction from data-intensive web sites,v crescenzi,2002,1
3591,3591,conf/vldb/DaynesC02,Ug0Yk0QhILMJ,lightweight flexible isolation for language-based extensible systems,"l daynï¿½s, g czajkowski",2002,lightweight flexible isolation for language-based extensible systems,"l daynes, g czajkowski",2002,1
1178,1178,conf/sigmod/GoldmanW00,LcBI4Imu-JIJ,wsq/dsq: a practical approach for combined querying of databases and the web,"r goldman, j widom",2000,a generic framework for the deployment of structured databases on the world wide web,"s hadjiefthymiades, d martakos",1996,0
6492,6492,journals/sigmod/Franklin98a,T-iPYaUf-iwJ,editor's notes,m franklin,1998,communication complexity of secure computation,m franklin,0,0
188,188,conf/sigmod/Aggarwal02,enJfjyR_MLwJ,"hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",c aggarwal,2002,"an efficient subspace sampling framework for high-dimensional data reduction, selectivity estimation ",se reduction,2004,0
8151,8151,journals/sigmod/Widom96a,vgcXH5aVpdgJ,editor's notes,j widom,1996,editor's notes,tw banta,0,0
5160,5160,conf/vldb/SheikholeslamiCZ98,2GWXn3jT0uwJ,wavecluster: a multi-resolution clustering approach for very large spatial databases,"g sheikholeslami, s chatterjee, a zhang",1998,wavecluster: a wavelet based clustering approach for spatial data,g sheikholeslamiâ?¦,0,0
3539,3539,conf/vldb/CormodeKMS03,0ZQnv8tOzBwJ,finding hierarchical heavy hitters in data streams,"g cormode, f korn, s muthukrishnan, d srivastava",2003,finding hierarchical heavy hitters in data streams,"g cormode, d srivastava",2003,1
